$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
200,0.11694608,0.0,relu
200,0.20548116,0.0,relu
200,0.1906991,0.0,relu
200,0.23078026,0.0,relu
200,0.28956994,0.0,relu
200,0.284417,0.0,relu
200,0.15714416,0.0,relu
200,0.24855338,0.0,relu
200,0.17590776,0.0,relu
200,0.23015177,0.0,relu
400,0.11617345,0.0,relu
400,0.06301517,0.0,relu
400,0.11743825,0.0,relu
400,0.11265669,0.0,relu
400,0.1187382,0.0,relu
400,0.1747834,0.0,relu
400,0.1341423,0.0,relu
400,0.1813446,0.0,relu
400,0.12734532,0.0,relu
400,0.13963942,0.0,relu
800,0.116002955,0.0,relu
800,0.044427726,0.0,relu
800,0.06448015,0.0,relu
800,0.098036475,0.0,relu
800,0.097648434,0.0,relu
800,0.0966001,0.0,relu
800,0.046581317,0.0,relu
800,0.12171456,0.0,relu
800,0.0748059,0.0,relu
800,0.045736033,0.0,relu
1600,0.055038508,0.0,relu
1600,0.05957403,0.0,relu
1600,0.054051816,0.0,relu
1600,0.028280642,0.0,relu
1600,0.039089616,0.0,relu
1600,0.044668213,0.0,relu
1600,0.05591853,0.0,relu
1600,0.04288134,0.0,relu
1600,0.07000616,0.0,relu
1600,0.022109123,0.0,relu
3200,-0.015271922,0.0,relu
3200,0.0055455226,0.0,relu
3200,0.0004685748,0.0,relu
3200,0.020044371,0.0,relu
3200,0.0173967,0.0,relu
3200,0.05630475,0.0,relu
3200,0.037262306,0.0,relu
3200,0.038912456,0.0,relu
3200,0.009527446,0.0,relu
3200,0.012912316,0.0,relu
6400,0.036045,0.0,relu
6400,0.00047885737,0.0,relu
6400,0.016994448,0.0,relu
6400,0.020022482,0.0,relu
6400,0.0060482705,0.0,relu
6400,-0.0082831625,0.0,relu
6400,-0.013505119,0.0,relu
6400,-0.008133033,0.0,relu
6400,0.027572665,0.0,relu
6400,-0.0024646576,0.0,relu
12800,0.014437748,0.0,relu
12800,0.016958581,0.0,relu
12800,0.025633609,0.0,relu
12800,0.00822,0.0,relu
12800,0.0063119903,0.0,relu
12800,0.019193739,0.0,relu
12800,0.013907258,0.0,relu
12800,0.004609993,0.0,relu
12800,-0.008100168,0.0,relu
12800,-0.0026787547,0.0,relu
200,0.36161488,0.02,relu
200,0.4292067,0.02,relu
200,0.46921694,0.02,relu
200,0.3163282,0.02,relu
200,0.45307463,0.02,relu
200,0.4330145,0.02,relu
200,0.4158046,0.02,relu
200,0.38287276,0.02,relu
200,0.3613013,0.02,relu
200,0.4451897,0.02,relu
400,0.46489444,0.02,relu
400,0.34547958,0.02,relu
400,0.44773018,0.02,relu
400,0.32600546,0.02,relu
400,0.3031203,0.02,relu
400,0.39752463,0.02,relu
400,0.30161342,0.02,relu
400,0.3223129,0.02,relu
400,0.4359365,0.02,relu
400,0.45444047,0.02,relu
800,0.39477134,0.02,relu
800,0.43824187,0.02,relu
800,0.45757782,0.02,relu
800,0.38939902,0.02,relu
800,0.40479892,0.02,relu
800,0.4312011,0.02,relu
800,0.38766938,0.02,relu
800,0.35407835,0.02,relu
800,0.39361417,0.02,relu
800,0.39354816,0.02,relu
1600,0.43120283,0.02,relu
1600,0.38027218,0.02,relu
1600,0.4009074,0.02,relu
1600,0.44682583,0.02,relu
1600,0.39936563,0.02,relu
1600,0.44689006,0.02,relu
1600,0.4123413,0.02,relu
1600,0.44783702,0.02,relu
1600,0.51495403,0.02,relu
1600,0.4812252,0.02,relu
3200,0.4360398,0.02,relu
3200,0.4772816,0.02,relu
3200,0.5098528,0.02,relu
3200,0.47039503,0.02,relu
3200,0.51546204,0.02,relu
3200,0.42046708,0.02,relu
3200,0.5346468,0.02,relu
3200,0.4916851,0.02,relu
3200,0.44870868,0.02,relu
3200,0.5290148,0.02,relu
6400,0.5491868,0.02,relu
6400,0.47989738,0.02,relu
6400,0.5406033,0.02,relu
6400,0.47329417,0.02,relu
6400,0.5359673,0.02,relu
6400,0.49904963,0.02,relu
6400,0.48343536,0.02,relu
6400,0.49093312,0.02,relu
6400,0.4914891,0.02,relu
6400,0.5674059,0.02,relu
12800,0.5429377,0.02,relu
12800,0.4843344,0.02,relu
12800,0.5301802,0.02,relu
12800,0.5185777,0.02,relu
12800,0.37256077,0.02,relu
12800,0.50146395,0.02,relu
12800,0.5175655,0.02,relu
12800,0.56153935,0.02,relu
12800,0.52674747,0.02,relu
12800,0.47067094,0.02,relu
200,0.61976457,0.05,relu
200,0.6496926,0.05,relu
200,0.64534384,0.05,relu
200,0.6995817,0.05,relu
200,0.6690185,0.05,relu
200,0.64581555,0.05,relu
200,0.61336476,0.05,relu
200,0.68182045,0.05,relu
200,0.6332399,0.05,relu
200,0.7005117,0.05,relu
400,0.6778997,0.05,relu
400,0.5804381,0.05,relu
400,0.67154396,0.05,relu
400,0.72160995,0.05,relu
400,0.58059955,0.05,relu
400,0.6795213,0.05,relu
400,0.611339,0.05,relu
400,0.6717501,0.05,relu
400,0.666983,0.05,relu
400,0.6539029,0.05,relu
800,0.66002274,0.05,relu
800,0.64935344,0.05,relu
800,0.7222903,0.05,relu
800,0.6852978,0.05,relu
800,0.69515556,0.05,relu
800,0.7076804,0.05,relu
800,0.7351288,0.05,relu
800,0.62714756,0.05,relu
800,0.7214686,0.05,relu
800,0.6720407,0.05,relu
1600,0.706523,0.05,relu
1600,0.7119427,0.05,relu
1600,0.7288627,0.05,relu
1600,0.6864366,0.05,relu
1600,0.68327653,0.05,relu
1600,0.6941262,0.05,relu
1600,0.72903186,0.05,relu
1600,0.7286904,0.05,relu
1600,0.62806946,0.05,relu
1600,0.6850047,0.05,relu
3200,0.705312,0.05,relu
3200,0.64578646,0.05,relu
3200,0.72333485,0.05,relu
3200,0.67701966,0.05,relu
3200,0.7071632,0.05,relu
3200,0.755316,0.05,relu
3200,0.7442153,0.05,relu
3200,0.7107805,0.05,relu
3200,0.7011461,0.05,relu
3200,0.6831163,0.05,relu
6400,0.71311486,0.05,relu
