$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
200,0.19338351,0.0,non
200,0.25786307,0.0,non
200,0.07856856,0.0,non
200,0.18706879,0.0,non
200,0.20168549,0.0,non
200,0.15810287,0.0,non
200,0.22102833,0.0,non
200,0.21587136,0.0,non
200,0.08382896,0.0,non
200,0.1806657,0.0,non
400,0.101592,0.0,non
400,0.12116539,0.0,non
400,0.067061946,0.0,non
400,0.082754984,0.0,non
400,0.0948086,0.0,non
400,0.20927805,0.0,non
400,0.10086684,0.0,non
400,0.0907962,0.0,non
400,0.12047663,0.0,non
400,0.14946884,0.0,non
800,0.12493225,0.0,non
800,0.036798753,0.0,non
800,0.099685065,0.0,non
800,0.0744471,0.0,non
800,0.06844249,0.0,non
800,0.03958061,0.0,non
800,0.102145426,0.0,non
800,0.054277677,0.0,non
800,0.06940126,0.0,non
800,0.046123892,0.0,non
1600,0.08365083,0.0,non
1600,0.047037847,0.0,non
1600,0.011649235,0.0,non
1600,0.0076726433,0.0,non
1600,0.043422166,0.0,non
1600,0.013087569,0.0,non
1600,0.0066751414,0.0,non
1600,0.070482835,0.0,non
1600,0.024442276,0.0,non
1600,0.040094823,0.0,non
3200,0.011084051,0.0,non
3200,0.0086774295,0.0,non
3200,0.01744048,0.0,non
3200,0.017992841,0.0,non
3200,0.011733782,0.0,non
3200,0.01971112,0.0,non
3200,0.01002318,0.0,non
3200,0.009431165,0.0,non
3200,-0.0005563631,0.0,non
3200,0.034038685,0.0,non
6400,-0.00045122404,0.0,non
6400,-0.0068588243,0.0,non
6400,0.01660807,0.0,non
6400,-0.009281823,0.0,non
6400,0.012052156,0.0,non
6400,-0.00674962,0.0,non
6400,0.0078991465,0.0,non
6400,-0.015878715,0.0,non
6400,0.016117176,0.0,non
6400,0.0056052054,0.0,non
12800,-0.008149165,0.0,non
12800,0.014956246,0.0,non
12800,-0.004743551,0.0,non
12800,0.017242566,0.0,non
12800,0.011420163,0.0,non
12800,0.0060827653,0.0,non
12800,0.0033379095,0.0,non
12800,0.0077055283,0.0,non
12800,-0.0058015967,0.0,non
12800,0.0008779827,0.0,non
200,0.80612105,0.2,non
200,0.81039333,0.2,non
200,0.6905071,0.2,non
200,0.8432682,0.2,non
200,0.8211517,0.2,non
200,0.78740233,0.2,non
200,0.7596677,0.2,non
200,0.8251171,0.2,non
200,0.72996634,0.2,non
200,0.8182592,0.2,non
400,0.6991471,0.2,non
400,0.7401736,0.2,non
400,0.8091765,0.2,non
400,0.767684,0.2,non
400,0.7925224,0.2,non
400,0.7929472,0.2,non
400,0.7605671,0.2,non
400,0.7704781,0.2,non
400,0.79457444,0.2,non
400,0.77195495,0.2,non
800,0.7527128,0.2,non
800,0.7871488,0.2,non
800,0.75468755,0.2,non
800,0.7975907,0.2,non
800,0.7192309,0.2,non
800,0.79556125,0.2,non
800,0.7531016,0.2,non
800,0.784366,0.2,non
800,0.80682844,0.2,non
800,0.8002644,0.2,non
1600,0.73667693,0.2,non
1600,0.7392219,0.2,non
1600,0.76229024,0.2,non
1600,0.6161042,0.2,non
1600,0.7712049,0.2,non
1600,0.7627535,0.2,non
1600,0.7515325,0.2,non
1600,0.7380135,0.2,non
1600,0.74452055,0.2,non
1600,0.7369962,0.2,non
3200,0.73951083,0.2,non
3200,0.7167499,0.2,non
3200,0.66517466,0.2,non
3200,0.69978464,0.2,non
3200,0.64067024,0.2,non
3200,0.7611958,0.2,non
3200,0.70955145,0.2,non
3200,0.71372163,0.2,non
3200,0.78449047,0.2,non
3200,0.71951324,0.2,non
6400,0.65299875,0.2,non
6400,0.69436204,0.2,non
6400,0.75414497,0.2,non
6400,0.65845865,0.2,non
6400,0.64869606,0.2,non
6400,0.6745374,0.2,non
6400,0.6535841,0.2,non
6400,0.6946804,0.2,non
6400,0.6820749,0.2,non
6400,0.6725743,0.2,non
12800,0.6292466,0.2,non
12800,0.64689034,0.2,non
12800,0.6347241,0.2,non
12800,0.6922145,0.2,non
12800,0.63690513,0.2,non
12800,0.668082,0.2,non
12800,0.6478107,0.2,non
12800,0.36060277,0.2,non
12800,0.6769,0.2,non
12800,0.70397776,0.2,non
200,0.9047715,0.3,non
200,0.8378685,0.3,non
200,0.86189437,0.3,non
200,0.8799601,0.3,non
200,0.8672879,0.3,non
200,0.87507164,0.3,non
200,0.85042137,0.3,non
200,0.88793695,0.3,non
200,0.8395863,0.3,non
200,0.86840534,0.3,non
400,0.8409639,0.3,non
400,0.84725916,0.3,non
400,0.8617997,0.3,non
400,0.8560422,0.3,non
400,0.84070504,0.3,non
400,0.8454745,0.3,non
400,0.84129477,0.3,non
400,0.88028634,0.3,non
400,0.85217404,0.3,non
400,0.884282,0.3,non
800,0.84372056,0.3,non
800,0.8410737,0.3,non
800,0.85831136,0.3,non
800,0.8449974,0.3,non
800,0.86580694,0.3,non
800,0.85817826,0.3,non
800,0.87980574,0.3,non
800,0.8474893,0.3,non
800,0.8758777,0.3,non
800,0.8755366,0.3,non
1600,0.80726033,0.3,non
1600,0.8334119,0.3,non
1600,0.84030306,0.3,non
1600,0.83329684,0.3,non
1600,0.7829067,0.3,non
1600,0.8294152,0.3,non
1600,0.86125255,0.3,non
1600,0.8258713,0.3,non
1600,0.8284702,0.3,non
1600,0.8265057,0.3,non
3200,0.80571413,0.3,non
3200,0.82308245,0.3,non
3200,0.84288865,0.3,non
3200,0.840076,0.3,non
3200,0.81032056,0.3,non
3200,0.82401943,0.3,non
3200,0.8460405,0.3,non
3200,0.78833705,0.3,non
3200,0.80554944,0.3,non
3200,0.8346726,0.3,non
6400,0.7512526,0.3,non
6400,0.8106763,0.3,non
6400,0.7900621,0.3,non
6400,0.7744783,0.3,non
6400,0.8366359,0.3,non
6400,0.82022643,0.3,non
6400,0.83612686,0.3,non
6400,0.7991251,0.3,non
6400,0.8356271,0.3,non
6400,0.78243876,0.3,non
12800,0.7569636,0.3,non
12800,0.8122963,0.3,non
12800,0.7501426,0.3,non
12800,0.7574651,0.3,non
12800,0.8140566,0.3,non
12800,0.798391,0.3,non
12800,0.76037914,0.3,non
12800,0.777015,0.3,non
12800,0.7545854,0.3,non
12800,0.75150514,0.3,non
200,0.92136884,0.5,non
200,0.933106,0.5,non
200,0.89968616,0.5,non
200,0.9332674,0.5,non
200,0.91600764,0.5,non
200,0.92884856,0.5,non
200,0.9291744,0.5,non
200,0.92728055,0.5,non
200,0.90635806,0.5,non
200,0.9097757,0.5,non
400,0.9102222,0.5,non
400,0.91886145,0.5,non
400,0.9268633,0.5,non
400,0.9172875,0.5,non
400,0.9083248,0.5,non
400,0.9145732,0.5,non
400,0.9238581,0.5,non
400,0.9275668,0.5,non
400,0.9128072,0.5,non
400,0.9219571,0.5,non
800,0.916368,0.5,non
800,0.9324381,0.5,non
800,0.91362774,0.5,non
800,0.9217274,0.5,non
800,0.8960015,0.5,non
800,0.9068714,0.5,non
800,0.9139035,0.5,non
800,0.9018851,0.5,non
800,0.89479357,0.5,non
800,0.9158197,0.5,non
1600,0.9064958,0.5,non
1600,0.9096706,0.5,non
1600,0.90414155,0.5,non
1600,0.89118654,0.5,non
1600,0.91028047,0.5,non
1600,0.91304237,0.5,non
1600,0.9156642,0.5,non
1600,0.9046209,0.5,non
1600,0.91533655,0.5,non
1600,0.9195961,0.5,non
3200,0.89841753,0.5,non
3200,0.8841042,0.5,non
3200,0.89641833,0.5,non
3200,0.905197,0.5,non
