Loss,Accuracy,Regularization $\lambda$,Step
10.66769237169868,0.1517,0.0,0.0
9.1815296268949,0.1945,0.0,1000.0
8.11512336525953,0.2428,0.0,2000.0
7.309004692299893,0.2823,0.0,3000.0
6.588253809423788,0.3287,0.0,4000.0
6.07391014733242,0.3652,0.0,5000.0
5.519392010528706,0.3985,0.0,6000.0
5.136301236784119,0.4237,0.0,7000.0
4.957061529136648,0.4451,0.0,8000.0
4.622710464303522,0.4712,0.0,9000.0
4.328942555185201,0.496,0.0,10000.0
4.1564071694763065,0.5075,0.0,11000.0
3.9144231297534957,0.5263,0.0,12000.0
3.795351784285699,0.5429,0.0,13000.0
3.5779033326482814,0.5605,0.0,14000.0
3.4136916025738175,0.575,0.0,15000.0
3.311059418159555,0.5854,0.0,16000.0
3.208831039035728,0.5985,0.0,17000.0
3.096485571429242,0.6057,0.0,18000.0
3.0034282591955934,0.6169,0.0,19000.0
2.927595361135833,0.624,0.0,20000.0
2.8121739313960346,0.6354,0.0,21000.0
2.785768033810694,0.6387,0.0,22000.0
2.6890967479437577,0.6477,0.0,23000.0
2.6348809448583816,0.6505,0.0,24000.0
2.584114975717361,0.6597,0.0,25000.0
2.510996846873044,0.6666,0.0,26000.0
2.446294610250892,0.6739,0.0,27000.0
2.402051585969324,0.679,0.0,28000.0
2.396371674425302,0.6831,0.0,29000.0
2.361725981249178,0.6884,0.0,30000.0
2.3058699234728914,0.6913,0.0,31000.0
2.2623528064427587,0.6972,0.0,32000.0
2.2049846450916286,0.7032,0.0,33000.0
2.164265676699094,0.7059,0.0,34000.0
2.1306602426849257,0.7093,0.0,35000.0
2.130384391284039,0.7143,0.0,36000.0
2.081786899616728,0.7155,0.0,37000.0
2.0489209218582087,0.7188,0.0,38000.0
2.0518749465760173,0.7174,0.0,39000.0
2.0235491986568332,0.7233,0.0,40000.0
2.0261323581245403,0.7258,0.0,41000.0
1.9558260055562877,0.7345,0.0,42000.0
1.9692065646504313,0.7309,0.0,43000.0
1.926394964225127,0.7386,0.0,44000.0
1.9044038688739733,0.7399,0.0,45000.0
1.8780955448114276,0.7429,0.0,46000.0
1.853056772262041,0.7426,0.0,47000.0
1.871460451569528,0.7426,0.0,48000.0
1.7967686809197057,0.7535,0.0,49000.0
1.781440106002577,0.7552,0.0,50000.0
1.7772851189569512,0.7548,0.0,51000.0
1.758870433220846,0.7573,0.0,52000.0
1.7489052915021825,0.7589,0.0,53000.0
1.7261389243028258,0.762,0.0,54000.0
1.7094908044715666,0.7643,0.0,55000.0
1.6913254610693207,0.7673,0.0,56000.0
1.718484176784799,0.7602,0.0,57000.0
1.6804351832892106,0.7671,0.0,58000.0
1.6581725812376855,0.7743,0.0,59000.0
1.6571333044888954,0.7733,0.0,60000.0
1.6499950706299376,0.7743,0.0,61000.0
1.618991939064158,0.7769,0.0,62000.0
1.6158377830976445,0.7768,0.0,63000.0
1.6106101607717789,0.7782,0.0,64000.0
1.5856779438878943,0.7825,0.0,65000.0
1.5866478811214977,0.7815,0.0,66000.0
1.5633408903547958,0.7831,0.0,67000.0
1.5615678448402848,0.7841,0.0,68000.0
1.5742194215129783,0.7825,0.0,69000.0
1.5436294076786223,0.7924,0.0,70000.0
1.5661376651844356,0.7885,0.0,71000.0
1.5304698703527997,0.7894,0.0,72000.0
1.5145737395879768,0.7924,0.0,73000.0
1.504225438436864,0.7928,0.0,74000.0
1.48457269237738,0.7959,0.0,75000.0
1.480469285246225,0.7944,0.0,76000.0
1.479284320093046,0.7956,0.0,77000.0
1.4797190134769764,0.7972,0.0,78000.0
1.4717723365345061,0.799,0.0,79000.0
1.4479958697653121,0.7985,0.0,80000.0
1.4321007179458314,0.8023,0.0,81000.0
1.4564461931374044,0.8024,0.0,82000.0
1.422172238368728,0.8036,0.0,83000.0
1.415133995009852,0.8043,0.0,84000.0
1.4177402912881991,0.805,0.0,85000.0
1.405252556614717,0.806,0.0,86000.0
1.387195338950499,0.8071,0.0,87000.0
1.378061212128077,0.8073,0.0,88000.0
1.3923873353100251,0.8097,0.0,89000.0
1.4070021906742052,0.8066,0.0,90000.0
1.3744719890567185,0.8089,0.0,91000.0
1.3706652596083833,0.8128,0.0,92000.0
1.3529570785581324,0.8126,0.0,93000.0
1.3423613912138008,0.8137,0.0,94000.0
1.3368999102918568,0.8143,0.0,95000.0
1.3413950032688782,0.8156,0.0,96000.0
1.3391288818637017,0.8151,0.0,97000.0
1.326572127107515,0.8152,0.0,98000.0
1.336457830349743,0.8127,0.0,99000.0
1.3346294900392,0.813,0.0,100000.0
1.3568947111438137,0.8153,0.0,101000.0
1.3113842857722835,0.8185,0.0,102000.0
1.3254571215804325,0.8155,0.0,103000.0
1.3069212594141881,0.8195,0.0,104000.0
1.3101549545424298,0.8173,0.0,105000.0
1.2921307135388034,0.8205,0.0,106000.0
1.2797891845025873,0.8189,0.0,107000.0
1.311224489663016,0.8153,0.0,108000.0
1.2630411280045784,0.8223,0.0,109000.0
1.2560561912988661,0.8231,0.0,110000.0
1.2623559099560508,0.8215,0.0,111000.0
1.2547780371115296,0.8245,0.0,112000.0
1.2605768040826302,0.8238,0.0,113000.0
1.2508804171088892,0.8227,0.0,114000.0
1.2370643772397814,0.8243,0.0,115000.0
1.2414299409822087,0.8246,0.0,116000.0
1.2481687117286109,0.8216,0.0,117000.0
1.2330220760007014,0.8251,0.0,118000.0
1.2274181196194778,0.8275,0.0,119000.0
1.2266325092484542,0.826,0.0,120000.0
1.228004709413434,0.8258,0.0,121000.0
1.2108711048032255,0.8281,0.0,122000.0
1.2014404957616889,0.8292,0.0,123000.0
1.2072731384639894,0.8298,0.0,124000.0
1.2020114722357416,0.8293,0.0,125000.0
1.2034990399913787,0.8318,0.0,126000.0
1.1962673821297194,0.8306,0.0,127000.0
1.1919925783033491,0.8323,0.0,128000.0
1.2053783714816462,0.829,0.0,129000.0
1.185519072458596,0.8331,0.0,130000.0
1.211425267853578,0.829,0.0,131000.0
1.1913968567705235,0.8299,0.0,132000.0
1.1705002746013058,0.8324,0.0,133000.0
1.1781554268886336,0.8325,0.0,134000.0
1.1654261447083167,0.8331,0.0,135000.0
1.1657405528043048,0.8332,0.0,136000.0
1.1627243988271043,0.8343,0.0,137000.0
1.1623310634572863,0.8334,0.0,138000.0
1.150811076501255,0.8365,0.0,139000.0
1.143776906666483,0.8354,0.0,140000.0
1.1322817301290191,0.8368,0.0,141000.0
1.1602955430980004,0.8354,0.0,142000.0
1.1313676592647015,0.8374,0.0,143000.0
1.1264460070366797,0.8378,0.0,144000.0
1.1262294888952382,0.8389,0.0,145000.0
1.1177169900400445,0.8394,0.0,146000.0
1.1119144470835105,0.8396,0.0,147000.0
1.106934206935557,0.841,0.0,148000.0
1.1215103035499985,0.84,0.0,149000.0
1.1431492344245315,0.8378,0.0,150000.0
1.1084421024956743,0.8396,0.0,151000.0
1.1091642931850088,0.8423,0.0,152000.0
1.0975163824424832,0.8426,0.0,153000.0
1.0927360575257892,0.843,0.0,154000.0
1.0903587206799183,0.842,0.0,155000.0
1.09371381366531,0.8448,0.0,156000.0
1.0920920929831057,0.8429,0.0,157000.0
1.0859587757774318,0.8446,0.0,158000.0
1.096290328616884,0.8393,0.0,159000.0
1.101998185722404,0.8388,0.0,160000.0
1.1242626849442883,0.8418,0.0,161000.0
1.0815783901512064,0.8434,0.0,162000.0
1.0979000799352865,0.8416,0.0,163000.0
1.0838968832635163,0.8432,0.0,164000.0
1.0787948768418472,0.842,0.0,165000.0
1.0768816115449458,0.8445,0.0,166000.0
1.0551427143865237,0.8458,0.0,167000.0
1.0801244171796547,0.8439,0.0,168000.0
1.0527937049520397,0.8476,0.0,169000.0
1.044754237277617,0.847,0.0,170000.0
1.0514253071170234,0.8475,0.0,171000.0
1.0478689733750877,0.8479,0.0,172000.0
1.0546793650987563,0.8459,0.0,173000.0
1.0510199495318873,0.8472,0.0,174000.0
1.0362037320938542,0.849,0.0,175000.0
1.044313906952675,0.8467,0.0,176000.0
1.046756878637458,0.8471,0.0,177000.0
1.039721158265983,0.8478,0.0,178000.0
1.035824327178832,0.8492,0.0,179000.0
1.0341256946262471,0.848,0.0,180000.0
1.0352127870703813,0.8494,0.0,181000.0
1.0236280979639205,0.85,0.0,182000.0
1.0144026889452733,0.8505,0.0,183000.0
1.0210350077380768,0.8497,0.0,184000.0
1.0192003066388302,0.8509,0.0,185000.0
1.0188741652607176,0.8506,0.0,186000.0
1.0205354683304846,0.8479,0.0,187000.0
1.0127988360957263,0.8519,0.0,188000.0
1.020730419303682,0.85,0.0,189000.0
1.0113016283902478,0.8527,0.0,190000.0
1.0352968918114969,0.85,0.0,191000.0
1.0175531351601055,0.8502,0.0,192000.0
1.000834461764757,0.8523,0.0,193000.0
1.0090406737695425,0.8507,0.0,194000.0
0.9975663981130479,0.8529,0.0,195000.0
1.002561606572763,0.8518,0.0,196000.0
1.000075220327283,0.8533,0.0,197000.0
0.9955071469802548,0.8534,0.0,198000.0
0.9836250278764195,0.8524,0.0,199000.0
0.9839473888530796,0.8545,0.0,200000.0
0.9740725349028813,0.8566,0.0,201000.0
1.0003118801984499,0.8534,0.0,202000.0
0.9756850851135203,0.8534,0.0,203000.0
0.9747634122390758,0.856,0.0,204000.0
0.9729478269527102,0.8554,0.0,205000.0
0.9616592992109722,0.8572,0.0,206000.0
0.9584353514084878,0.8568,0.0,207000.0
0.954890388850001,0.8568,0.0,208000.0
0.9717499152882796,0.8559,0.0,209000.0
0.996869789675601,0.8553,0.0,210000.0
0.9603149349376585,0.8576,0.0,211000.0
0.9619637261217032,0.8592,0.0,212000.0
0.9533407475352252,0.8603,0.0,213000.0
0.9520154809700332,0.8591,0.0,214000.0
0.9505436370969663,0.8611,0.0,215000.0
0.9510218231766238,0.8591,0.0,216000.0
0.9519821323263353,0.8593,0.0,217000.0
0.9451625039933704,0.8598,0.0,218000.0
0.9563319215492658,0.8561,0.0,219000.0
0.9647271492044521,0.8561,0.0,220000.0
0.9829978897035772,0.8577,0.0,221000.0
0.9455083017888423,0.8594,0.0,222000.0
0.9627382681967592,0.8557,0.0,223000.0
0.9489227559830413,0.8588,0.0,224000.0
0.9443035682258211,0.8581,0.0,225000.0
0.9499129580394788,0.8612,0.0,226000.0
0.9239252145696344,0.8618,0.0,227000.0
0.941112036398437,0.8616,0.0,228000.0
0.9251570592634929,0.862,0.0,229000.0
0.9178719255424037,0.864,0.0,230000.0
0.923177550723242,0.8618,0.0,231000.0
0.9193118397261196,0.8619,0.0,232000.0
0.9289870467330049,0.8596,0.0,233000.0
0.927559609393017,0.8603,0.0,234000.0
0.913363049256783,0.8626,0.0,235000.0
0.9198071470019511,0.862,0.0,236000.0
0.9266759228293587,0.8615,0.0,237000.0
0.9198207545454535,0.8615,0.0,238000.0
0.9191546974047775,0.8625,0.0,239000.0
0.910693987088844,0.8615,0.0,240000.0
0.9154452018946089,0.8618,0.0,241000.0
0.9082572162902072,0.8635,0.0,242000.0
0.8976660254097911,0.8637,0.0,243000.0
0.9021177652660842,0.8651,0.0,244000.0
0.9024956833313016,0.8641,0.0,245000.0
0.8998892554468046,0.8651,0.0,246000.0
0.9082001716480254,0.8609,0.0,247000.0
0.8991364084369714,0.8645,0.0,248000.0
0.9024155260974162,0.8639,0.0,249000.0
0.8969593826606314,0.8643,0.0,250000.0
0.9200533624078926,0.8631,0.0,251000.0
0.9051532303047825,0.8617,0.0,252000.0
0.892608042038874,0.8647,0.0,253000.0
0.8973664481892114,0.8655,0.0,254000.0
0.8908362200150756,0.8644,0.0,255000.0
0.8936616859010301,0.8645,0.0,256000.0
0.8932720619570252,0.8657,0.0,257000.0
0.8860226385485672,0.8656,0.0,258000.0
0.8749011042794911,0.8658,0.0,259000.0
0.8786413527090735,0.8668,0.0,260000.0
0.8709100475072499,0.8677,0.0,261000.0
0.8968285228537807,0.8664,0.0,262000.0
0.8745122035825967,0.8664,0.0,263000.0
0.8754047406873388,0.8662,0.0,264000.0
0.8739207270955034,0.867,0.0,265000.0
0.8623948636458494,0.8696,0.0,266000.0
0.8579435598700802,0.8689,0.0,267000.0
0.8555995433879771,0.8689,0.0,268000.0
0.8712181175339591,0.868,0.0,269000.0
0.8985526371355663,0.8679,0.0,270000.0
0.8612307829362736,0.8701,0.0,271000.0
0.866157443676555,0.8704,0.0,272000.0
0.8577861051969736,0.8709,0.0,273000.0
0.8580786361607597,0.8687,0.0,274000.0
0.8572977937463191,0.8722,0.0,275000.0
0.8557824715007125,0.8703,0.0,276000.0
0.8585226561415539,0.8714,0.0,277000.0
0.8500605457585836,0.8722,0.0,278000.0
0.8604052260529772,0.8682,0.0,279000.0
0.870487959271437,0.8674,0.0,280000.0
0.8881694695333923,0.8686,0.0,281000.0
0.853629820020511,0.8698,0.0,282000.0
0.8671867891177337,0.8665,0.0,283000.0
0.855983852517607,0.8694,0.0,284000.0
0.8524696726367589,0.8709,0.0,285000.0
0.8627823276431703,0.8714,0.0,286000.0
0.8345911828610866,0.8726,0.0,287000.0
0.8489814325247887,0.872,0.0,288000.0
0.836879022999659,0.8725,0.0,289000.0
0.8310468645095785,0.8741,0.0,290000.0
0.8331641094890854,0.8726,0.0,291000.0
0.8307515589143313,0.8711,0.0,292000.0
0.8394982790787113,0.8707,0.0,293000.0
0.8409435352909154,0.8718,0.0,294000.0
0.8260147447416366,0.8733,0.0,295000.0
0.8322176709666051,0.8721,0.0,296000.0
0.843228570293619,0.8701,0.0,297000.0
0.8361746063219769,0.872,0.0,298000.0
0.8371343602296818,0.8726,0.0,299000.0
2.542072679529339,0.1544,1.0,0.0
2.245697048783302,0.1971,1.0,1000.0
2.288206009745598,0.2648,1.0,2000.0
2.298503860449791,0.3208,1.0,3000.0
2.30056451113224,0.4831,1.0,4000.0
2.300836988711357,0.3175,1.0,5000.0
2.300752450084686,0.2606,1.0,6000.0
