Loss,Accuracy,Regularization $\lambda$,Step
18.7879466796875,0.1796,0.0,0.0
14.700166015625,0.2299,0.0,1000.0
12.23541171875,0.2898,0.0,2000.0
10.404323559570312,0.3421,0.0,3000.0
8.98344541015625,0.3856,0.0,4000.0
7.866441918945313,0.4283,0.0,5000.0
6.991373364257813,0.4702,0.0,6000.0
6.306861083984375,0.5024,0.0,7000.0
5.764909875488281,0.5354,0.0,8000.0
5.325256787109375,0.5585,0.0,9000.0
4.961720043945313,0.5797,0.0,10000.0
4.660901708984375,0.5986,0.0,11000.0
4.404547143554687,0.615,0.0,12000.0
4.185084875488282,0.6276,0.0,13000.0
3.9935979125976564,0.6397,0.0,14000.0
3.8251896057128905,0.6514,0.0,15000.0
3.6754312255859376,0.6605,0.0,16000.0
3.5433773498535155,0.6685,0.0,17000.0
3.423732922363281,0.6772,0.0,18000.0
3.315704168701172,0.6857,0.0,19000.0
3.2174731719970704,0.6932,0.0,20000.0
3.128182113647461,0.6997,0.0,21000.0
3.0467902435302734,0.7068,0.0,22000.0
2.972753268432617,0.7135,0.0,23000.0
2.9035225616455076,0.7203,0.0,24000.0
2.8398537994384765,0.7243,0.0,25000.0
2.7802792510986327,0.73,0.0,26000.0
2.7257390655517577,0.7347,0.0,27000.0
2.6750744812011717,0.7392,0.0,28000.0
2.627278314208984,0.7427,0.0,29000.0
2.5826382385253908,0.7458,0.0,30000.0
2.5401437622070313,0.7478,0.0,31000.0
2.500675866699219,0.752,0.0,32000.0
2.462985775756836,0.7557,0.0,33000.0
2.427584701538086,0.7593,0.0,34000.0
2.3936573455810546,0.762,0.0,35000.0
2.3612770416259767,0.7653,0.0,36000.0
2.3310679016113283,0.7682,0.0,37000.0
2.3014377059936524,0.7713,0.0,38000.0
2.2741889755249023,0.774,0.0,39000.0
2.2471591217041014,0.7762,0.0,40000.0
2.221569747924805,0.7786,0.0,41000.0
2.1970489318847655,0.7807,0.0,42000.0
2.1734581466674805,0.7825,0.0,43000.0
2.1501049911499024,0.7844,0.0,44000.0
2.128898225402832,0.786,0.0,45000.0
2.107584371948242,0.7874,0.0,46000.0
2.087017611694336,0.7898,0.0,47000.0
2.0674938034057617,0.7911,0.0,48000.0
2.04868713684082,0.7935,0.0,49000.0
2.0299203689575194,0.795,0.0,50000.0
2.012688023376465,0.7964,0.0,51000.0
1.9964647491455079,0.7975,0.0,52000.0
1.9791491333007813,0.7997,0.0,53000.0
1.9635867019653321,0.8008,0.0,54000.0
1.947426043701172,0.8017,0.0,55000.0
1.9322917251586913,0.8029,0.0,56000.0
1.9173023559570312,0.8045,0.0,57000.0
1.9028651077270509,0.8059,0.0,58000.0
1.8887546432495117,0.8079,0.0,59000.0
1.8751032913208008,0.8086,0.0,60000.0
1.862086508178711,0.8106,0.0,61000.0
1.849373405456543,0.8114,0.0,62000.0
1.836661245727539,0.8124,0.0,63000.0
1.8239305587768555,0.8132,0.0,64000.0
1.8120641555786132,0.8139,0.0,65000.0
1.7997709411621094,0.8151,0.0,66000.0
1.78925697555542,0.817,0.0,67000.0
1.7781006095886231,0.8182,0.0,68000.0
1.7674612594604493,0.8194,0.0,69000.0
1.756284546661377,0.8204,0.0,70000.0
1.74593550491333,0.8209,0.0,71000.0
1.7360754104614258,0.8213,0.0,72000.0
1.7256181594848632,0.8224,0.0,73000.0
1.7161330253601075,0.8227,0.0,74000.0
1.7065325721740723,0.8236,0.0,75000.0
1.6971483596801757,0.8247,0.0,76000.0
1.688392865753174,0.8254,0.0,77000.0
1.6788874969482421,0.826,0.0,78000.0
1.6701108428955078,0.8265,0.0,79000.0
1.6612936012268067,0.8268,0.0,80000.0
1.652531470489502,0.828,0.0,81000.0
1.6443614318847657,0.8283,0.0,82000.0
1.6358635452270507,0.829,0.0,83000.0
1.6279317916870117,0.8289,0.0,84000.0
1.6199726768493652,0.8301,0.0,85000.0
1.6122460174560547,0.8306,0.0,86000.0
1.604984935760498,0.8314,0.0,87000.0
1.5974121131896972,0.832,0.0,88000.0
1.5903177421569825,0.8324,0.0,89000.0
1.582762728881836,0.8328,0.0,90000.0
1.5758414100646974,0.8334,0.0,91000.0
1.5685634651184082,0.8339,0.0,92000.0
1.562004273223877,0.8345,0.0,93000.0
1.5545222679138184,0.8351,0.0,94000.0
1.5476715438842774,0.8362,0.0,95000.0
1.5410011047363281,0.8362,0.0,96000.0
1.5349300148010254,0.8369,0.0,97000.0
1.52862869720459,0.8366,0.0,98000.0
1.5227608871459961,0.838,0.0,99000.0
1.515922850036621,0.8384,0.0,100000.0
1.510050873565674,0.8392,0.0,101000.0
1.5043076850891113,0.84,0.0,102000.0
1.4980513671875,0.8402,0.0,103000.0
1.4919417671203614,0.8406,0.0,104000.0
1.486190390777588,0.8409,0.0,105000.0
1.480748935699463,0.8419,0.0,106000.0
1.47536181640625,0.8424,0.0,107000.0
1.469892391204834,0.8425,0.0,108000.0
1.4644093124389648,0.8433,0.0,109000.0
1.458755768585205,0.8436,0.0,110000.0
1.4533326042175292,0.8442,0.0,111000.0
1.4485192680358887,0.8447,0.0,112000.0
1.4434406478881836,0.8453,0.0,113000.0
1.43799370803833,0.8459,0.0,114000.0
1.4329619956970214,0.8461,0.0,115000.0
1.4282940689086914,0.8463,0.0,116000.0
1.4231243461608887,0.8469,0.0,117000.0
1.4184332977294922,0.8473,0.0,118000.0
1.4135546340942382,0.8477,0.0,119000.0
1.4088667373657227,0.8488,0.0,120000.0
1.4041086303710937,0.849,0.0,121000.0
1.399724697113037,0.8493,0.0,122000.0
1.3953315551757812,0.8493,0.0,123000.0
1.3910797721862793,0.8499,0.0,124000.0
1.3861836868286133,0.8502,0.0,125000.0
1.3819849075317383,0.8504,0.0,126000.0
1.3780108894348144,0.8508,0.0,127000.0
1.3735221740722656,0.8506,0.0,128000.0
1.3688637397766112,0.8509,0.0,129000.0
1.3646507446289062,0.8512,0.0,130000.0
1.3606675872802734,0.8513,0.0,131000.0
1.3569022354125977,0.8518,0.0,132000.0
1.3524088752746581,0.8521,0.0,133000.0
1.3484732093811036,0.8524,0.0,134000.0
1.3446923755645752,0.8528,0.0,135000.0
1.340263171005249,0.8532,0.0,136000.0
1.3368266677856446,0.8532,0.0,137000.0
1.332738655090332,0.8538,0.0,138000.0
1.3292093837738037,0.8539,0.0,139000.0
1.3252839649200439,0.854,0.0,140000.0
