$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
3200,0.24891862,0.001,sigmoid
6400,0.36049002,0.001,sigmoid
6400,0.3130596,0.001,sigmoid
6400,0.3599645,0.001,sigmoid
6400,0.3817935,0.001,sigmoid
6400,0.30121762,0.001,sigmoid
6400,0.27200913,0.001,sigmoid
6400,0.34629124,0.001,sigmoid
6400,0.3327974,0.001,sigmoid
6400,0.30684048,0.001,sigmoid
6400,0.30907354,0.001,sigmoid
12800,0.4087217,0.001,sigmoid
12800,0.3966835,0.001,sigmoid
12800,0.37835452,0.001,sigmoid
12800,0.39194298,0.001,sigmoid
12800,0.4343231,0.001,sigmoid
12800,0.3883969,0.001,sigmoid
12800,0.38869014,0.001,sigmoid
12800,0.43770635,0.001,sigmoid
12800,0.359801,0.001,sigmoid
12800,0.4361099,0.001,sigmoid
200,0.42352962,0.003,sigmoid
200,0.4499507,0.003,sigmoid
200,0.35707155,0.003,sigmoid
200,0.47182608,0.003,sigmoid
200,0.40228394,0.003,sigmoid
200,0.42919567,0.003,sigmoid
200,0.52802837,0.003,sigmoid
200,0.51233417,0.003,sigmoid
200,0.41593152,0.003,sigmoid
200,0.5095069,0.003,sigmoid
400,0.46935615,0.003,sigmoid
400,0.41006416,0.003,sigmoid
400,0.50477207,0.003,sigmoid
400,0.5112917,0.003,sigmoid
400,0.5369012,0.003,sigmoid
400,0.49819246,0.003,sigmoid
400,0.4561611,0.003,sigmoid
400,0.4703556,0.003,sigmoid
400,0.497647,0.003,sigmoid
400,0.45428514,0.003,sigmoid
800,0.552465,0.003,sigmoid
800,0.44547054,0.003,sigmoid
800,0.51775604,0.003,sigmoid
800,0.5204627,0.003,sigmoid
800,0.49877065,0.003,sigmoid
800,0.5142987,0.003,sigmoid
800,0.48514086,0.003,sigmoid
800,0.5019423,0.003,sigmoid
800,0.50095636,0.003,sigmoid
800,0.52220076,0.003,sigmoid
1600,0.53727424,0.003,sigmoid
1600,0.5211469,0.003,sigmoid
1600,0.55409896,0.003,sigmoid
1600,0.5763657,0.003,sigmoid
1600,0.5642269,0.003,sigmoid
1600,0.4891952,0.003,sigmoid
1600,0.5567077,0.003,sigmoid
1600,0.5862566,0.003,sigmoid
1600,0.5846419,0.003,sigmoid
1600,0.5880591,0.003,sigmoid
3200,0.5412927,0.003,sigmoid
3200,0.6230947,0.003,sigmoid
3200,0.5865188,0.003,sigmoid
3200,0.53007793,0.003,sigmoid
3200,0.51161814,0.003,sigmoid
3200,0.5563002,0.003,sigmoid
3200,0.59516627,0.003,sigmoid
3200,0.58641094,0.003,sigmoid
3200,0.54110074,0.003,sigmoid
3200,0.5584223,0.003,sigmoid
6400,0.5248157,0.003,sigmoid
6400,0.5870922,0.003,sigmoid
6400,0.57766664,0.003,sigmoid
6400,0.6068718,0.003,sigmoid
6400,0.5747331,0.003,sigmoid
6400,0.5596738,0.003,sigmoid
6400,0.5558069,0.003,sigmoid
6400,0.5813965,0.003,sigmoid
6400,0.6072254,0.003,sigmoid
6400,0.5655621,0.003,sigmoid
12800,0.5712634,0.003,sigmoid
12800,0.5744691,0.003,sigmoid
12800,0.57992,0.003,sigmoid
12800,0.5816845,0.003,sigmoid
12800,0.56793153,0.003,sigmoid
12800,0.6077666,0.003,sigmoid
12800,0.6032347,0.003,sigmoid
12800,0.6183818,0.003,sigmoid
12800,0.55311614,0.003,sigmoid
12800,0.58948314,0.003,sigmoid
200,0.63438606,0.01,sigmoid
200,0.6544546,0.01,sigmoid
200,0.6760481,0.01,sigmoid
200,0.6176128,0.01,sigmoid
200,0.6685395,0.01,sigmoid
200,0.6278154,0.01,sigmoid
200,0.6431553,0.01,sigmoid
200,0.53767514,0.01,sigmoid
200,0.5641774,0.01,sigmoid
200,0.59410244,0.01,sigmoid
400,0.5972281,0.01,sigmoid
400,0.55342394,0.01,sigmoid
400,0.5923927,0.01,sigmoid
400,0.6657349,0.01,sigmoid
400,0.68516034,0.01,sigmoid
400,0.61109257,0.01,sigmoid
400,0.682959,0.01,sigmoid
400,0.6813319,0.01,sigmoid
400,0.6874151,0.01,sigmoid
400,0.6947335,0.01,sigmoid
800,0.5636934,0.01,sigmoid
800,0.65568197,0.01,sigmoid
800,0.53911346,0.01,sigmoid
800,0.6029312,0.01,sigmoid
800,0.66555005,0.01,sigmoid
800,0.6314441,0.01,sigmoid
800,0.59806705,0.01,sigmoid
800,0.66148835,0.01,sigmoid
800,0.66148275,0.01,sigmoid
800,0.6664362,0.01,sigmoid
1600,0.6246876,0.01,sigmoid
1600,0.5749351,0.01,sigmoid
1600,0.613244,0.01,sigmoid
1600,0.61635226,0.01,sigmoid
1600,0.6647848,0.01,sigmoid
1600,0.6907788,0.01,sigmoid
1600,0.6700492,0.01,sigmoid
1600,0.6726325,0.01,sigmoid
1600,0.66711354,0.01,sigmoid
1600,0.68830967,0.01,sigmoid
3200,0.65089136,0.01,sigmoid
3200,0.65524966,0.01,sigmoid
3200,0.64392877,0.01,sigmoid
3200,0.65573645,0.01,sigmoid
3200,0.6572313,0.01,sigmoid
3200,0.6812998,0.01,sigmoid
3200,0.68732345,0.01,sigmoid
3200,0.53303754,0.01,sigmoid
3200,0.69281745,0.01,sigmoid
3200,0.6623785,0.01,sigmoid
6400,0.66951895,0.01,sigmoid
6400,0.66935563,0.01,sigmoid
6400,0.6115398,0.01,sigmoid
6400,0.6751957,0.01,sigmoid
6400,0.647862,0.01,sigmoid
6400,0.6266056,0.01,sigmoid
6400,0.6626183,0.01,sigmoid
6400,0.67507,0.01,sigmoid
6400,0.6687921,0.01,sigmoid
6400,0.64916116,0.01,sigmoid
12800,0.6464492,0.01,sigmoid
12800,0.64716643,0.01,sigmoid
12800,0.6309791,0.01,sigmoid
12800,0.6496918,0.01,sigmoid
12800,0.5629368,0.01,sigmoid
12800,0.67064667,0.01,sigmoid
12800,0.6653567,0.01,sigmoid
12800,0.6271525,0.01,sigmoid
12800,0.69151056,0.01,sigmoid
12800,0.6789067,0.01,sigmoid
