$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
200,0.22025222,0.0,non
200,0.25793728,0.0,non
200,0.20761895,0.0,non
200,0.099910416,0.0,non
200,0.28325176,0.0,non
200,0.27597994,0.0,non
200,0.1437808,0.0,non
200,0.16864766,0.0,non
200,0.25508744,0.0,non
200,0.3356933,0.0,non
200,0.26594734,0.0,non
200,0.24905044,0.0,non
200,0.17435467,0.0,non
200,-0.030145159,0.0,non
200,0.23470327,0.0,non
200,0.18950388,0.0,non
200,0.19323577,0.0,non
200,0.112048656,0.0,non
200,0.1600891,0.0,non
200,0.26398498,0.0,non
200,0.17078875,0.0,non
200,0.32196116,0.0,non
200,0.26393858,0.0,non
200,0.31689858,0.0,non
200,0.18821016,0.0,non
200,0.22198933,0.0,non
200,0.060094487,0.0,non
200,0.17630954,0.0,non
200,0.1387858,0.0,non
200,0.21296063,0.0,non
200,0.13652879,0.0,non
200,0.21590468,0.0,non
200,0.23343511,0.0,non
200,0.19248159,0.0,non
200,0.23208055,0.0,non
200,0.25821373,0.0,non
200,0.19031322,0.0,non
200,0.19911055,0.0,non
200,0.141453,0.0,non
200,0.18949738,0.0,non
200,0.28656825,0.0,non
200,0.20928656,0.0,non
200,0.3303595,0.0,non
200,0.2155782,0.0,non
200,0.17072327,0.0,non
200,0.23928615,0.0,non
200,0.1978741,0.0,non
200,0.16749306,0.0,non
200,0.17344464,0.0,non
200,0.19553326,0.0,non
400,0.099707484,0.0,non
400,0.078699306,0.0,non
400,0.14247654,0.0,non
400,0.16840068,0.0,non
400,0.16629477,0.0,non
400,0.14138925,0.0,non
400,0.22923793,0.0,non
400,0.19064741,0.0,non
400,0.056021325,0.0,non
400,0.035629008,0.0,non
400,0.12488101,0.0,non
400,0.17594466,0.0,non
400,0.15180999,0.0,non
400,0.1029478,0.0,non
400,0.07805597,0.0,non
400,0.11838031,0.0,non
400,0.062741086,0.0,non
400,0.10513917,0.0,non
400,0.1096519,0.0,non
400,0.13148433,0.0,non
400,0.11916801,0.0,non
400,0.10532835,0.0,non
400,0.16502103,0.0,non
400,0.166824,0.0,non
400,0.09541648,0.0,non
400,0.1252017,0.0,non
400,0.13940902,0.0,non
400,0.041060977,0.0,non
400,0.102470405,0.0,non
400,0.17082663,0.0,non
400,0.11179102,0.0,non
400,0.078524195,0.0,non
400,0.08930616,0.0,non
400,0.10346384,0.0,non
400,0.17823848,0.0,non
400,0.2517892,0.0,non
400,0.079448044,0.0,non
400,0.1257444,0.0,non
400,0.20082045,0.0,non
400,0.108342804,0.0,non
400,0.058498196,0.0,non
400,0.14208306,0.0,non
400,0.07332306,0.0,non
400,0.1475242,0.0,non
400,0.075368635,0.0,non
400,0.04013157,0.0,non
400,0.1295548,0.0,non
400,0.07779576,0.0,non
400,0.10080648,0.0,non
400,0.09963127,0.0,non
800,0.07968912,0.0,non
800,0.13963218,0.0,non
800,0.02413718,0.0,non
800,0.10841518,0.0,non
800,0.103465214,0.0,non
800,0.08233118,0.0,non
800,0.06904536,0.0,non
800,0.015704678,0.0,non
800,0.11426933,0.0,non
800,0.079371445,0.0,non
800,0.062203877,0.0,non
800,0.03617954,0.0,non
800,0.11361076,0.0,non
800,0.07087325,0.0,non
800,0.029587166,0.0,non
800,0.024090359,0.0,non
800,0.060597315,0.0,non
800,0.01432102,0.0,non
800,0.008936806,0.0,non
800,0.09090788,0.0,non
800,0.045736287,0.0,non
800,0.059357774,0.0,non
800,0.048714183,0.0,non
800,0.05672523,0.0,non
800,0.06953092,0.0,non
800,-0.007766193,0.0,non
800,0.08271954,0.0,non
800,0.0017046815,0.0,non
800,0.07636913,0.0,non
800,0.05101452,0.0,non
800,0.03170991,0.0,non
800,0.014228355,0.0,non
800,0.10364543,0.0,non
800,0.058111195,0.0,non
800,0.048257284,0.0,non
800,0.06252143,0.0,non
800,0.057863172,0.0,non
800,0.03155517,0.0,non
800,0.04366199,0.0,non
800,0.056470253,0.0,non
800,0.01079018,0.0,non
800,0.0723464,0.0,non
800,0.060250357,0.0,non
800,0.05780478,0.0,non
800,0.029388614,0.0,non
800,0.043451175,0.0,non
800,0.09947007,0.0,non
800,0.07835708,0.0,non
800,0.10487995,0.0,non
800,0.07366025,0.0,non
1600,-0.019618537,0.0,non
1600,0.031154584,0.0,non
1600,0.058682714,0.0,non
1600,0.042713176,0.0,non
1600,0.059072293,0.0,non
1600,-0.013113779,0.0,non
1600,0.07300056,0.0,non
1600,0.044268627,0.0,non
1600,0.036322337,0.0,non
1600,0.014031341,0.0,non
1600,0.057326023,0.0,non
1600,-0.019273095,0.0,non
1600,0.024050402,0.0,non
1600,0.032938417,0.0,non
1600,0.026990095,0.0,non
1600,0.023921043,0.0,non
1600,0.033895355,0.0,non
1600,0.017099172,0.0,non
1600,0.047929723,0.0,non
1600,0.027856696,0.0,non
1600,0.042067025,0.0,non
1600,0.047278885,0.0,non
1600,0.0427344,0.0,non
1600,0.016791478,0.0,non
1600,0.0036327944,0.0,non
1600,0.01682259,0.0,non
1600,0.0033593203,0.0,non
1600,0.076417245,0.0,non
1600,0.052251343,0.0,non
1600,0.006528751,0.0,non
1600,0.09080079,0.0,non
1600,0.047722064,0.0,non
1600,0.022109032,0.0,non
1600,0.023326982,0.0,non
1600,0.02223316,0.0,non
1600,0.02859684,0.0,non
1600,0.030399375,0.0,non
1600,0.06283578,0.0,non
1600,0.028957784,0.0,non
1600,0.023696858,0.0,non
1600,0.06381776,0.0,non
1600,0.011415664,0.0,non
1600,0.006561483,0.0,non
1600,0.04354902,0.0,non
1600,0.06738712,0.0,non
1600,0.031086445,0.0,non
1600,0.036424212,0.0,non
1600,-0.015457678,0.0,non
1600,-0.007528442,0.0,non
1600,0.017693514,0.0,non
3200,0.012354803,0.0,non
3200,0.007974143,0.0,non
3200,0.015036739,0.0,non
3200,0.04579695,0.0,non
3200,0.02844033,0.0,non
3200,0.0022697207,0.0,non
3200,-6.006053e-05,0.0,non
3200,-0.014182303,0.0,non
3200,-0.0025907396,0.0,non
3200,0.021361208,0.0,non
3200,0.043535974,0.0,non
3200,-0.02348862,0.0,non
3200,0.0039337305,0.0,non
3200,0.03643639,0.0,non
3200,0.017634125,0.0,non
3200,0.013928904,0.0,non
3200,0.029247075,0.0,non
3200,0.0061680526,0.0,non
3200,0.016180573,0.0,non
3200,-0.013131903,0.0,non
3200,-0.02714558,0.0,non
3200,0.011545563,0.0,non
3200,0.010717497,0.0,non
3200,0.011577658,0.0,non
3200,-0.010629305,0.0,non
3200,0.01174754,0.0,non
3200,0.010084864,0.0,non
3200,0.01956249,0.0,non
3200,0.017874852,0.0,non
3200,0.0050268425,0.0,non
3200,0.025140435,0.0,non
3200,-0.019774303,0.0,non
3200,0.010901436,0.0,non
3200,-0.015100046,0.0,non
3200,-0.004775988,0.0,non
3200,0.020937955,0.0,non
3200,0.015877575,0.0,non
3200,0.03433347,0.0,non
3200,0.017735647,0.0,non
3200,0.013730185,0.0,non
3200,0.00663839,0.0,non
3200,0.03537253,0.0,non
3200,0.009718269,0.0,non
3200,0.0132283475,0.0,non
3200,0.028727958,0.0,non
3200,0.028125407,0.0,non
3200,0.049683202,0.0,non
3200,0.03776268,0.0,non
3200,-0.0076466645,0.0,non
3200,-0.0006996692,0.0,non
6400,0.0063333153,0.0,non
6400,0.014365071,0.0,non
6400,0.022896292,0.0,non
6400,0.013229117,0.0,non
6400,-0.0012740738,0.0,non
6400,-0.010179221,0.0,non
6400,0.013619798,0.0,non
6400,0.019442957,0.0,non
6400,0.004835381,0.0,non
6400,0.012289038,0.0,non
6400,-0.0069259675,0.0,non
6400,0.0038950136,0.0,non
6400,0.016828353,0.0,non
6400,0.012387793,0.0,non
6400,0.0029220239,0.0,non
6400,-0.0027299079,0.0,non
6400,0.0076162866,0.0,non
6400,0.021202713,0.0,non
6400,0.001435215,0.0,non
6400,0.02266242,0.0,non
6400,0.027505156,0.0,non
6400,0.010695257,0.0,non
6400,0.025685932,0.0,non
6400,-0.026485698,0.0,non
6400,0.025836868,0.0,non
6400,0.00875582,0.0,non
6400,0.0024008355,0.0,non
6400,0.019386206,0.0,non
6400,0.007681803,0.0,non
6400,-0.007130384,0.0,non
6400,0.028585857,0.0,non
6400,0.02264328,0.0,non
6400,0.008281745,0.0,non
6400,0.019869093,0.0,non
6400,0.014979912,0.0,non
6400,0.0012054619,0.0,non
6400,-0.0038885616,0.0,non
6400,0.017101819,0.0,non
6400,0.0032468268,0.0,non
6400,-0.0067677316,0.0,non
6400,-0.0104135685,0.0,non
6400,0.0056486055,0.0,non
6400,0.019376362,0.0,non
6400,0.008745462,0.0,non
6400,0.012637678,0.0,non
6400,-0.018569857,0.0,non
6400,0.017130604,0.0,non
6400,0.007661988,0.0,non
6400,0.024090532,0.0,non
6400,0.0098081995,0.0,non
12800,0.013330011,0.0,non
12800,-0.019224752,0.0,non
12800,0.02166887,0.0,non
12800,0.0036913413,0.0,non
12800,0.006546959,0.0,non
12800,0.010257257,0.0,non
12800,-0.012200287,0.0,non
12800,-0.00076633727,0.0,non
12800,0.0035857696,0.0,non
12800,0.00075178954,0.0,non
12800,0.009568982,0.0,non
12800,0.018467281,0.0,non
12800,0.0041676816,0.0,non
12800,0.0013283032,0.0,non
12800,0.003979078,0.0,non
12800,-0.003607553,0.0,non
12800,-0.006068566,0.0,non
12800,0.0071855485,0.0,non
12800,0.0028105697,0.0,non
12800,0.0023335558,0.0,non
12800,0.016883112,0.0,non
12800,-0.010201756,0.0,non
12800,-0.010887714,0.0,non
12800,0.009752634,0.0,non
12800,0.0043043504,0.0,non
12800,0.0040460723,0.0,non
12800,0.015148318,0.0,non
12800,0.0015679218,0.0,non
12800,-0.011010517,0.0,non
12800,-0.006324264,0.0,non
12800,0.0038574364,0.0,non
12800,-0.0045694374,0.0,non
12800,-0.006896121,0.0,non
12800,0.006844831,0.0,non
12800,-0.00035803643,0.0,non
12800,0.0056923404,0.0,non
12800,0.011154326,0.0,non
12800,0.011498502,0.0,non
12800,0.0136713935,0.0,non
12800,0.009927383,0.0,non
12800,0.008263117,0.0,non
12800,-0.0011542281,0.0,non
12800,0.008531163,0.0,non
12800,0.0053276415,0.0,non
12800,0.016608262,0.0,non
12800,0.016800096,0.0,non
12800,0.0012610152,0.0,non
12800,-0.007909857,0.0,non
12800,0.0018146066,0.0,non
12800,0.012724184,0.0,non
200,0.76900154,0.2,non
200,0.78374076,0.2,non
200,0.80882996,0.2,non
200,0.75178427,0.2,non
200,0.7488681,0.2,non
200,0.7975329,0.2,non
200,0.79391676,0.2,non
200,0.8202618,0.2,non
200,0.7960412,0.2,non
200,0.8121484,0.2,non
200,0.7755933,0.2,non
200,0.7739117,0.2,non
200,0.75641006,0.2,non
200,0.81683683,0.2,non
200,0.79295236,0.2,non
200,0.813879,0.2,non
200,0.79509073,0.2,non
