Second Layer Vec Alignment,Second Layer Weight Alignment,Disentangled Alignment,Regularization $\lambda$,Step
0.01663535088300705,0.013268834911286831,1.0,0.1,11000.0
0.017448153346776962,0.013264692388474941,1.0,0.1,12000.0
0.01659770868718624,0.013262923806905746,1.0,0.1,13000.0
0.01799824833869934,0.01326094288378954,0.9983333349227905,0.1,14000.0
0.016970761120319366,0.013258169405162334,1.0,0.1,15000.0
0.018488245084881783,0.013256294652819633,1.0,0.1,16000.0
0.01801949366927147,0.01325295027345419,1.0,0.1,17000.0
0.016937188804149628,0.013248695060610771,1.0,0.1,18000.0
0.01613936945796013,0.013246395625174046,1.0,0.1,19000.0
0.016583522781729698,0.013246054761111736,1.0,0.1,20000.0
0.015887433663010597,0.013243217952549458,1.0,0.1,21000.0
0.017271574586629868,0.013241778127849102,1.0,0.1,22000.0
0.016042666509747505,0.013238759711384773,1.0,0.1,23000.0
0.017405593767762184,0.013237050734460354,1.0,0.1,24000.0
0.017803171649575233,0.013236243277788162,1.0,0.1,25000.0
0.01700778491795063,0.013237250968813896,0.9983333349227905,0.1,26000.0
0.016959745436906815,0.013236889615654945,1.0,0.1,27000.0
0.015473191626369953,0.013234763406217098,1.0,0.1,28000.0
0.016823258250951767,0.013234957121312618,1.0,0.1,29000.0
0.015823708847165108,0.013235241174697876,1.0,0.1,30000.0
0.016287993639707565,0.013235420919954777,1.0,0.1,31000.0
0.014842054806649685,0.013235463760793209,1.0,0.1,32000.0
0.016642896458506584,0.013235636055469513,1.0,0.1,33000.0
0.01576329581439495,0.01323634386062622,1.0,0.1,34000.0
0.017621781677007675,0.013236500322818756,1.0,0.1,35000.0
0.016435548663139343,0.01323707215487957,1.0,0.1,36000.0
0.015343542210757732,0.01323807891458273,1.0,0.1,37000.0
0.01497266348451376,0.013238153420388699,1.0,0.1,38000.0
0.016127532348036766,0.013238310813903809,1.0,0.1,39000.0
0.018259143456816673,0.013239718973636627,1.0,0.1,40000.0
0.015630219131708145,0.013241047039628029,1.0,0.1,41000.0
0.01928090676665306,0.013241896405816078,1.0,0.1,42000.0
0.018126431852579117,0.013244831934571266,1.0,0.1,43000.0
0.01577853411436081,0.01324837189167738,1.0,0.1,44000.0
0.0152131961658597,0.01324751228094101,1.0,0.1,45000.0
0.015607068315148354,0.01325127761811018,1.0,0.1,46000.0
0.017170375213027,0.013253303244709969,1.0,0.1,47000.0
0.014975578524172306,0.013257053680717945,1.0000171661376953,0.1,48000.0
0.015954121947288513,0.013259703293442726,1.0,0.1,49000.0
0.017862070351839066,0.013260963372886181,1.0,0.1,50000.0
0.01396929007023573,0.013263670727610588,1.0,0.1,51000.0
0.01423906534910202,0.013267775997519493,1.0,0.1,52000.0
0.015100334770977497,0.013270800933241844,1.0,0.1,53000.0
0.01675577461719513,0.013272044248878956,1.0,0.1,54000.0
0.01657426357269287,0.013273592106997967,1.0,0.1,55000.0
0.015781810507178307,0.01327566523104906,1.0,0.1,56000.0
0.01772758923470974,0.013277814723551273,1.0,0.1,57000.0
0.017867643386125565,0.0132790831848979,1.0,0.1,58000.0
0.016095686703920364,0.013283882290124893,1.0,0.1,59000.0
0.01676025241613388,0.013287467882037163,1.0,0.1,60000.0
0.015251797623932362,0.013290994800627232,1.0,0.1,61000.0
0.015678342431783676,0.013293086551129818,1.0,0.1,62000.0
0.01679481565952301,0.013295858167111874,1.0,0.1,63000.0
0.014372320845723152,0.013301012106239796,1.0,0.1,64000.0
0.01685604453086853,0.013305424712598324,1.0,0.1,65000.0
0.01558538619428873,0.013308985158801079,1.0,0.1,66000.0
0.016048071905970573,0.013310341164469719,1.0,0.1,67000.0
0.016152547672390938,0.01331269834190607,1.0,0.1,68000.0
0.016009502112865448,0.013315599411725998,1.0,0.1,69000.0
0.016391532495617867,0.013319019228219986,1.0,0.1,70000.0
0.017691288143396378,0.013320562429726124,1.0,0.1,71000.0
0.014483782462775707,0.013325151056051254,1.0,0.1,72000.0
0.013074792921543121,0.013328732922673225,1.0,0.1,73000.0
0.015609677881002426,0.013333408161997795,1.0,0.1,74000.0
0.016464944928884506,0.01333807036280632,1.0,0.1,75000.0
0.015531042590737343,0.013341900892555714,1.0,0.1,76000.0
0.017043527215719223,0.013347451575100422,1.0,0.1,77000.0
0.014752032235264778,0.013352840207517147,1.0,0.1,78000.0
0.016188982874155045,0.013356775045394897,1.0,0.1,79000.0
0.01634800061583519,0.013361060060560703,1.0,0.1,80000.0
0.014893277548253536,0.013367322273552418,1.0,0.1,81000.0
0.015307994559407234,0.01337470207363367,1.0,0.1,82000.0
0.015900077298283577,0.013380009680986404,1.0,0.1,83000.0
0.014362691901624203,0.013383765704929829,1.0,0.1,84000.0
0.0164914783090353,0.01338791474699974,1.0,0.1,85000.0
0.017188463360071182,0.01339243445545435,1.0,0.1,86000.0
0.016886241734027863,0.01339715626090765,1.0,0.1,87000.0
0.014989222399890423,0.013400961644947529,1.0,0.1,88000.0
0.01334177516400814,0.013405716978013515,1.0,0.1,89000.0
0.0165008082985878,0.013411035761237144,1.0,0.1,90000.0
0.015648309141397476,0.013416270725429058,1.0,0.1,91000.0
0.014949636533856392,0.013420992530882359,1.0,0.1,92000.0
0.015932157635688782,0.013427194207906723,1.0,0.1,93000.0
0.016078578308224678,0.013432847335934639,1.0,0.1,94000.0
0.01701371558010578,0.013437919318675995,1.0,0.1,95000.0
0.013929040171205997,0.01344409678131342,1.0,0.1,96000.0
0.014812428504228592,0.01344895176589489,1.0,0.1,97000.0
0.01552767027169466,0.01345258578658104,1.0,0.1,98000.0
0.016412721946835518,0.0134573457762599,1.0,0.1,99000.0
0.017619216814637184,0.0133223757147789,0.9999982714653015,0.3,0.0
0.01687643676996231,0.0133173493668437,1.0,0.3,1000.0
0.015853555873036385,0.01331136655062437,1.0,0.3,2000.0
0.017974477261304855,0.013306181877851486,1.0,0.3,3000.0
0.016634801402688026,0.013301537372171879,0.9999985098838806,0.3,4000.0
0.01805121824145317,0.013297731988132,0.9999999403953552,0.3,5000.0
0.017523709684610367,0.013294913806021214,0.9983333349227905,0.3,6000.0
0.016606345772743225,0.013291441835463047,1.000000238418579,0.3,7000.0
0.0180245079100132,0.01328779011964798,1.0,0.3,8000.0
0.016226917505264282,0.013281919062137604,1.0,0.3,9000.0
0.014690632000565529,0.01327815093100071,1.0,0.3,10000.0
0.015283683314919472,0.013274013064801693,1.0,0.3,11000.0
0.01596130058169365,0.013270329684019089,1.0,0.3,12000.0
0.016180815175175667,0.013267039321362972,1.0,0.3,13000.0
0.01736936718225479,0.013264383189380169,1.0,0.3,14000.0
0.017293574288487434,0.013261184096336365,1.0,0.3,15000.0
0.01724150963127613,0.013259928673505783,1.0,0.3,16000.0
0.01790989190340042,0.013258903287351131,1.0,0.3,17000.0
0.015769673511385918,0.013256112113595009,1.0,0.3,18000.0
0.017333893105387688,0.01325417309999466,1.0,0.3,19000.0
0.015313087031245232,0.013251814059913158,1.0,0.3,20000.0
0.01662418246269226,0.01325077936053276,1.0,0.3,21000.0
0.018903780728578568,0.013248443603515625,1.0,0.3,22000.0
0.01576271466910839,0.013248007744550705,1.0,0.3,23000.0
0.017257696017622948,0.01324488129466772,1.0,0.3,24000.0
0.017061172053217888,0.013243869878351688,1.0,0.3,25000.0
0.018110912293195724,0.013242269866168499,1.0,0.3,26000.0
0.015666959807276726,0.013238603249192238,1.0,0.3,27000.0
0.016908161342144012,0.013239330612123013,1.0,0.3,28000.0
0.01589706540107727,0.013239161111414433,1.0,0.3,29000.0
0.015871407464146614,0.013236799277365208,1.0,0.3,30000.0
0.018992410972714424,0.013238436542451382,1.0,0.3,31000.0
0.016800010576844215,0.013239995576441288,1.0,0.3,32000.0
0.01833171211183071,0.013239317573606968,1.0,0.3,33000.0
0.01645069196820259,0.01324016135185957,1.0,0.3,34000.0
0.01522072497755289,0.01324071828275919,0.9999999403953552,0.3,35000.0
0.016617227345705032,0.013242047280073166,1.0,0.3,36000.0
0.017207270488142967,0.013241615146398544,1.0,0.3,37000.0
0.019052667543292046,0.013243121095001698,1.0,0.3,38000.0
0.015386017970740795,0.013243494555354118,1.0,0.3,39000.0
0.015883756801486015,0.013244178146123886,1.0,0.3,40000.0
0.01663423515856266,0.013244424015283585,1.0,0.3,41000.0
0.015579045750200748,0.01324682217091322,1.0,0.3,42000.0
0.017175329849123955,0.013248846866190434,1.0,0.3,43000.0
0.015061265788972378,0.0132503816857934,1.0,0.3,44000.0
0.016416843980550766,0.01325252652168274,1.0,0.3,45000.0
0.01627076417207718,0.013256226666271687,1.0,0.3,46000.0
0.0163022018969059,0.013257533311843872,1.0,0.3,47000.0
0.01647939532995224,0.013258923776447773,1.0,0.3,48000.0
0.016786513850092888,0.013260263949632645,1.0,0.3,49000.0
0.01761314831674099,0.013261806219816208,1.0,0.3,50000.0
0.015428549610078335,0.013263176195323467,1.0,0.3,51000.0
0.01402414869517088,0.013266939669847488,1.0,0.3,52000.0
0.01399996504187584,0.013268849812448025,1.0,0.3,53000.0
0.017677484080195427,0.013272697106003761,1.0,0.3,54000.0
0.017140883952379227,0.013275034725666046,1.0,0.3,55000.0
0.017121076583862305,0.013277880847454071,1.0,0.3,56000.0
0.013836698606610298,0.013281316496431828,1.0,0.3,57000.0
0.017683973535895348,0.013283994980156422,1.0,0.3,58000.0
0.017370954155921936,0.013287459500133991,1.0,0.3,59000.0
0.016546422615647316,0.013291800394654274,1.0,0.3,60000.0
0.016248678788542747,0.013295509852468967,1.0,0.3,61000.0
0.015944436192512512,0.013297902420163155,1.0,0.3,62000.0
0.016634900122880936,0.013303378596901894,1.0,0.3,63000.0
0.014846625737845898,0.01330849714577198,1.0,0.3,64000.0
0.016505295410752296,0.013313602656126022,1.0,0.3,65000.0
0.014591666869819164,0.013316180557012558,1.0,0.3,66000.0
0.017263198271393776,0.013320420868694782,1.0,0.3,67000.0
0.014887773431837559,0.013325076550245285,1.0,0.3,68000.0
0.01634354144334793,0.013326827436685562,1.0,0.3,69000.0
0.01802113652229309,0.01332871150225401,1.0,0.3,70000.0
0.013056627474725246,0.013332859613001347,1.0,0.3,71000.0
0.015689430758357048,0.013339109718799591,1.0,0.3,72000.0
0.018155647441744804,0.013342995196580887,1.0,0.3,73000.0
0.013642193749547005,0.013348440639674664,1.0,0.3,74000.0
0.017209235578775406,0.013353206217288971,1.0,0.3,75000.0
0.018174124881625175,0.013358118012547493,1.0,0.3,76000.0
0.01595188118517399,0.013364163227379322,1.0,0.3,77000.0
0.017600543797016144,0.013368558138608932,1.0,0.3,78000.0
0.01418623048812151,0.01337362453341484,1.0,0.3,79000.0
0.016477758064866066,0.01337851956486702,1.0,0.3,80000.0
0.01679961010813713,0.013385935686528683,1.0,0.3,81000.0
0.016081515699625015,0.013391399756073952,1.0,0.3,82000.0
0.016677383333444595,0.013396875001490116,1.0,0.3,83000.0
0.017306538298726082,0.013403696939349174,1.0,0.3,84000.0
0.01677977852523327,0.013411201536655426,1.0,0.3,85000.0
0.016579169780015945,0.013415556401014328,1.0,0.3,86000.0
0.016133885830640793,0.013419955037534237,1.0,0.3,87000.0
0.015923425555229187,0.013425170443952084,1.0,0.3,88000.0
0.01445739809423685,0.013428379781544209,1.0,0.3,89000.0
0.014691287651658058,0.013433024287223816,1.0,0.3,90000.0
0.014617692679166794,0.013439740054309368,1.0,0.3,91000.0
0.015595142729580402,0.01344847772270441,1.0,0.3,92000.0
0.015277884900569916,0.013455011881887913,1.0,0.3,93000.0
0.014911210164427757,0.013460729271173477,1.0,0.3,94000.0
0.014533866196870804,0.013466975651681423,1.0,0.3,95000.0
0.015892112627625465,0.013473844155669212,1.0,0.3,96000.0
0.014721198007464409,0.013482360169291496,1.0,0.3,97000.0
0.015433522872626781,0.013489441014826298,1.0,0.3,98000.0
0.015432784333825111,0.013495293445885181,1.0,0.3,99000.0
