Loss,Accuracy,Regularization $\lambda$,Step
11.78141982421875,0.1498,0.0,0.0
10.054083056640625,0.1765,0.0,1000.0
8.88647001953125,0.2129,0.0,2000.0
7.924341796875,0.2477,0.0,3000.0
7.126517163085937,0.2916,0.0,4000.0
6.4633583984375,0.3273,0.0,5000.0
5.909557739257813,0.3596,0.0,6000.0
5.443074755859375,0.3905,0.0,7000.0
5.050333642578125,0.4179,0.0,8000.0
4.7149134765625,0.4418,0.0,9000.0
4.426377990722656,0.4666,0.0,10000.0
4.177473889160156,0.4881,0.0,11000.0
3.9628118896484374,0.5056,0.0,12000.0
3.7738311767578123,0.5226,0.0,13000.0
3.609419665527344,0.5392,0.0,14000.0
3.462641455078125,0.5557,0.0,15000.0
3.333878936767578,0.5678,0.0,16000.0
3.218401348876953,0.5796,0.0,17000.0
3.113184423828125,0.5907,0.0,18000.0
3.0171002075195315,0.6007,0.0,19000.0
2.931066455078125,0.6087,0.0,20000.0
2.8519462646484377,0.6186,0.0,21000.0
2.7790433166503905,0.6276,0.0,22000.0
2.713072894287109,0.6347,0.0,23000.0
2.6504427001953124,0.641,0.0,24000.0
2.5937106018066407,0.6494,0.0,25000.0
2.539425311279297,0.6565,0.0,26000.0
2.4895057373046874,0.6645,0.0,27000.0
2.442090866088867,0.67,0.0,28000.0
2.397747607421875,0.6762,0.0,29000.0
2.3561013214111326,0.6791,0.0,30000.0
2.3170750793457033,0.6837,0.0,31000.0
2.280004476928711,0.6889,0.0,32000.0
2.245391384887695,0.6923,0.0,33000.0
2.2116830139160157,0.6972,0.0,34000.0
2.1801809997558594,0.7012,0.0,35000.0
2.1494358154296873,0.7057,0.0,36000.0
2.120966534423828,0.7093,0.0,37000.0
2.093150421142578,0.711,0.0,38000.0
2.066513800048828,0.7148,0.0,39000.0
2.0415612060546877,0.7178,0.0,40000.0
2.0173993347167967,0.7216,0.0,41000.0
1.9941671966552734,0.7241,0.0,42000.0
1.972175469970703,0.7276,0.0,43000.0
1.9501768432617188,0.7298,0.0,44000.0
1.929671029663086,0.7319,0.0,45000.0
1.9099942810058594,0.7339,0.0,46000.0
1.8906396026611327,0.7362,0.0,47000.0
1.8724100158691406,0.7388,0.0,48000.0
1.8540824676513672,0.7415,0.0,49000.0
1.8367628082275391,0.7441,0.0,50000.0
1.8203343322753907,0.7465,0.0,51000.0
1.8040255218505858,0.7487,0.0,52000.0
1.7883134704589845,0.7514,0.0,53000.0
1.7728611572265625,0.7538,0.0,54000.0
1.7581926208496095,0.7552,0.0,55000.0
1.7434975784301758,0.7566,0.0,56000.0
1.729451498413086,0.7595,0.0,57000.0
1.7162680068969727,0.7619,0.0,58000.0
1.7030655944824218,0.763,0.0,59000.0
1.6901169067382813,0.764,0.0,60000.0
1.6774375686645508,0.7672,0.0,61000.0
1.6655254425048829,0.7687,0.0,62000.0
1.653929849243164,0.7699,0.0,63000.0
1.642471401977539,0.7717,0.0,64000.0
1.631443460083008,0.7728,0.0,65000.0
1.6202545501708985,0.7748,0.0,66000.0
1.6096394348144532,0.7765,0.0,67000.0
1.5992388427734374,0.7779,0.0,68000.0
1.5890191528320312,0.7803,0.0,69000.0
1.5788702423095704,0.7819,0.0,70000.0
1.5693636291503905,0.7831,0.0,71000.0
1.559867317199707,0.7838,0.0,72000.0
1.5506031311035156,0.7848,0.0,73000.0
1.5417503372192383,0.7869,0.0,74000.0
1.532609619140625,0.7877,0.0,75000.0
1.5242364044189454,0.789,0.0,76000.0
1.5155839935302735,0.791,0.0,77000.0
1.5075730331420898,0.7912,0.0,78000.0
1.4994005920410156,0.7936,0.0,79000.0
1.491535775756836,0.7943,0.0,80000.0
1.483718814086914,0.7954,0.0,81000.0
1.4757651733398438,0.7963,0.0,82000.0
1.4684631652832032,0.797,0.0,83000.0
1.4608785781860352,0.7979,0.0,84000.0
1.4535239761352539,0.7993,0.0,85000.0
1.4462159957885743,0.8005,0.0,86000.0
1.4391934539794922,0.8012,0.0,87000.0
1.432298161315918,0.8019,0.0,88000.0
1.4253906936645508,0.8025,0.0,89000.0
1.419044448852539,0.804,0.0,90000.0
