$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
200,0.05911043,0.0,relu
200,0.19956093,0.0,relu
200,0.18669508,0.0,relu
200,0.25907305,0.0,relu
200,0.17622219,0.0,relu
200,0.22630557,0.0,relu
200,0.30106565,0.0,relu
200,0.23886007,0.0,relu
200,0.21301325,0.0,relu
200,0.26848486,0.0,relu
200,0.25311774,0.0,relu
200,0.2401014,0.0,relu
200,0.21781233,0.0,relu
200,0.28841785,0.0,relu
200,0.24037902,0.0,relu
200,0.20226097,0.0,relu
200,0.15081634,0.0,relu
200,0.21039382,0.0,relu
200,0.26009545,0.0,relu
200,0.15149227,0.0,relu
200,0.28948256,0.0,relu
200,0.26353583,0.0,relu
200,0.15542255,0.0,relu
200,0.3257374,0.0,relu
200,0.2121638,0.0,relu
200,0.2476495,0.0,relu
200,0.26426804,0.0,relu
200,0.18220933,0.0,relu
200,0.15524438,0.0,relu
200,0.15055263,0.0,relu
200,0.28968403,0.0,relu
200,0.28611735,0.0,relu
200,0.24651615,0.0,relu
200,0.2079028,0.0,relu
200,0.17859416,0.0,relu
200,0.11268233,0.0,relu
200,0.19738567,0.0,relu
200,0.2399198,0.0,relu
200,0.21374218,0.0,relu
200,0.28690946,0.0,relu
200,0.16941579,0.0,relu
200,0.22116491,0.0,relu
200,0.17065148,0.0,relu
200,0.2452128,0.0,relu
200,0.2006308,0.0,relu
200,0.23205373,0.0,relu
200,0.21321072,0.0,relu
200,0.22001493,0.0,relu
200,0.25486943,0.0,relu
200,0.21846181,0.0,relu
400,0.10804565,0.0,relu
400,0.09230831,0.0,relu
400,0.14248914,0.0,relu
400,0.069417164,0.0,relu
400,0.17164059,0.0,relu
400,0.11244855,0.0,relu
400,0.16237557,0.0,relu
400,0.21494213,0.0,relu
400,0.15379368,0.0,relu
400,0.17237833,0.0,relu
400,0.19970249,0.0,relu
400,0.17627354,0.0,relu
400,0.10465385,0.0,relu
400,0.049492024,0.0,relu
400,0.12291981,0.0,relu
400,0.16040047,0.0,relu
400,0.17398782,0.0,relu
400,0.20237485,0.0,relu
400,0.12695293,0.0,relu
400,0.062098812,0.0,relu
400,0.19868442,0.0,relu
400,0.06318621,0.0,relu
400,0.10420478,0.0,relu
400,0.14224981,0.0,relu
400,0.14871408,0.0,relu
400,0.12646009,0.0,relu
400,0.15858687,0.0,relu
400,0.08553948,0.0,relu
400,0.13564955,0.0,relu
400,0.10715913,0.0,relu
400,0.10185461,0.0,relu
400,0.1496539,0.0,relu
400,0.14293787,0.0,relu
400,0.15164721,0.0,relu
400,0.116888106,0.0,relu
400,0.1152906,0.0,relu
400,0.24936435,0.0,relu
400,0.12508091,0.0,relu
400,0.103309594,0.0,relu
