$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
200,0.30177876,0.0,tanh
200,0.23995371,0.0,tanh
200,0.24524291,0.0,tanh
200,0.26251122,0.0,tanh
200,0.24543422,0.0,tanh
200,0.271684,0.0,tanh
200,0.27984297,0.0,tanh
200,0.28990746,0.0,tanh
200,0.2699729,0.0,tanh
200,0.30908817,0.0,tanh
400,0.16441306,0.0,tanh
400,0.16482477,0.0,tanh
400,0.17094757,0.0,tanh
400,0.16734941,0.0,tanh
400,0.12810133,0.0,tanh
400,0.13685292,0.0,tanh
400,0.13213041,0.0,tanh
400,0.13517725,0.0,tanh
400,0.2395627,0.0,tanh
400,0.16375916,0.0,tanh
800,0.10303589,0.0,tanh
800,0.12727565,0.0,tanh
800,0.15834416,0.0,tanh
800,0.14967886,0.0,tanh
800,0.10635464,0.0,tanh
800,0.11603549,0.0,tanh
800,0.13948512,0.0,tanh
800,0.12205312,0.0,tanh
800,0.1148217,0.0,tanh
800,0.13310799,0.0,tanh
1600,0.09115852,0.0,tanh
1600,0.044123787,0.0,tanh
1600,0.09234703,0.0,tanh
1600,0.089189015,0.0,tanh
1600,0.096888244,0.0,tanh
1600,0.12690966,0.0,tanh
1600,0.08990775,0.0,tanh
1600,0.05451971,0.0,tanh
1600,0.082022466,0.0,tanh
1600,0.078438394,0.0,tanh
3200,0.037275866,0.0,tanh
3200,0.0550276,0.0,tanh
3200,0.036741257,0.0,tanh
3200,0.046164807,0.0,tanh
3200,0.07359359,0.0,tanh
3200,0.035573024,0.0,tanh
3200,0.03695645,0.0,tanh
3200,0.06546421,0.0,tanh
3200,0.055314872,0.0,tanh
3200,0.048448913,0.0,tanh
6400,0.013438266,0.0,tanh
6400,0.033427812,0.0,tanh
6400,0.028595349,0.0,tanh
6400,0.01987076,0.0,tanh
6400,0.032269187,0.0,tanh
6400,0.021616695,0.0,tanh
6400,0.022737855,0.0,tanh
6400,0.01937743,0.0,tanh
6400,0.007982486,0.0,tanh
6400,0.021508524,0.0,tanh
12800,0.031326707,0.0,tanh
12800,0.021286435,0.0,tanh
12800,0.017237313,0.0,tanh
12800,0.0198761,0.0,tanh
12800,0.021729087,0.0,tanh
12800,0.027706908,0.0,tanh
12800,0.008920969,0.0,tanh
12800,0.015678028,0.0,tanh
12800,0.013083508,0.0,tanh
12800,0.009438764,0.0,tanh
200,0.2703198,0.001,tanh
200,0.26693317,0.001,tanh
200,0.3617881,0.001,tanh
200,0.3305199,0.001,tanh
200,0.37117204,0.001,tanh
200,0.2800144,0.001,tanh
200,0.38719615,0.001,tanh
200,0.25789908,0.001,tanh
200,0.2415856,0.001,tanh
200,0.28144744,0.001,tanh
400,0.29592758,0.001,tanh
400,0.316952,0.001,tanh
400,0.25537786,0.001,tanh
400,0.30258137,0.001,tanh
400,0.28013554,0.001,tanh
400,0.2091776,0.001,tanh
400,0.27732703,0.001,tanh
400,0.3402034,0.001,tanh
400,0.16304956,0.001,tanh
400,0.29638645,0.001,tanh
800,0.22263205,0.001,tanh
800,0.18259291,0.001,tanh
800,0.26385808,0.001,tanh
800,0.21303585,0.001,tanh
800,0.14323723,0.001,tanh
800,0.2417681,0.001,tanh
800,0.22207749,0.001,tanh
800,0.18255727,0.001,tanh
800,0.24873216,0.001,tanh
800,0.25642952,0.001,tanh
1600,0.25070345,0.001,tanh
1600,0.25901565,0.001,tanh
1600,0.23563386,0.001,tanh
1600,0.16663091,0.001,tanh
1600,0.22282402,0.001,tanh
1600,0.18622687,0.001,tanh
1600,0.23578736,0.001,tanh
1600,0.23698841,0.001,tanh
1600,0.19192605,0.001,tanh
1600,0.17783582,0.001,tanh
3200,0.2587367,0.001,tanh
3200,0.27396354,0.001,tanh
3200,0.24469903,0.001,tanh
3200,0.28210816,0.001,tanh
3200,0.26724163,0.001,tanh
3200,0.23019123,0.001,tanh
3200,0.21008676,0.001,tanh
3200,0.2321216,0.001,tanh
3200,0.29721487,0.001,tanh
3200,0.27217862,0.001,tanh
6400,0.34244573,0.001,tanh
6400,0.32675985,0.001,tanh
6400,0.36067438,0.001,tanh
6400,0.3391302,0.001,tanh
6400,0.2911751,0.001,tanh
6400,0.34276408,0.001,tanh
6400,0.31359679,0.001,tanh
6400,0.33160383,0.001,tanh
6400,0.37999704,0.001,tanh
6400,0.2822733,0.001,tanh
12800,0.42759162,0.001,tanh
12800,0.41211626,0.001,tanh
12800,0.39973086,0.001,tanh
12800,0.39285728,0.001,tanh
12800,0.38450107,0.001,tanh
12800,0.4462133,0.001,tanh
12800,0.40471765,0.001,tanh
12800,0.35040706,0.001,tanh
12800,0.40165192,0.001,tanh
12800,0.4179564,0.001,tanh
200,0.3697634,0.002,tanh
200,0.32609487,0.002,tanh
200,0.42213234,0.002,tanh
200,0.41350037,0.002,tanh
200,0.4185417,0.002,tanh
200,0.41854978,0.002,tanh
200,0.43976665,0.002,tanh
200,0.34454644,0.002,tanh
200,0.3749603,0.002,tanh
200,0.46032777,0.002,tanh
400,0.37812802,0.002,tanh
400,0.3860024,0.002,tanh
400,0.39548844,0.002,tanh
400,0.30547783,0.002,tanh
400,0.4325371,0.002,tanh
400,0.33213046,0.002,tanh
400,0.3464155,0.002,tanh
400,0.35175985,0.002,tanh
400,0.34644184,0.002,tanh
400,0.3368314,0.002,tanh
800,0.32883212,0.002,tanh
800,0.41742033,0.002,tanh
800,0.3274267,0.002,tanh
800,0.36121023,0.002,tanh
800,0.42429957,0.002,tanh
800,0.43423563,0.002,tanh
800,0.36445445,0.002,tanh
800,0.37203613,0.002,tanh
800,0.3923236,0.002,tanh
800,0.4447539,0.002,tanh
1600,0.47003824,0.002,tanh
1600,0.42042908,0.002,tanh
1600,0.47596085,0.002,tanh
1600,0.42726797,0.002,tanh
1600,0.43065235,0.002,tanh
1600,0.41225392,0.002,tanh
1600,0.40984163,0.002,tanh
1600,0.465371,0.002,tanh
1600,0.42488742,0.002,tanh
1600,0.42828146,0.002,tanh
3200,0.4815534,0.002,tanh
3200,0.49243328,0.002,tanh
3200,0.4738723,0.002,tanh
3200,0.5006282,0.002,tanh
3200,0.48269653,0.002,tanh
3200,0.45100942,0.002,tanh
3200,0.44191825,0.002,tanh
3200,0.48654363,0.002,tanh
3200,0.48844218,0.002,tanh
3200,0.4746223,0.002,tanh
6400,0.4888307,0.002,tanh
6400,0.46681628,0.002,tanh
6400,0.49244767,0.002,tanh
6400,0.47827932,0.002,tanh
6400,0.4782199,0.002,tanh
6400,0.48202753,0.002,tanh
6400,0.48237902,0.002,tanh
6400,0.46468136,0.002,tanh
6400,0.4711093,0.002,tanh
6400,0.458037,0.002,tanh
12800,0.4988717,0.002,tanh
