$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
200,0.2624055,0.0,tanh
200,0.29366025,0.0,tanh
200,0.3503074,0.0,tanh
200,0.28914452,0.0,tanh
200,0.26690525,0.0,tanh
200,0.30158207,0.0,tanh
200,0.30099306,0.0,tanh
200,0.34417236,0.0,tanh
200,0.21355356,0.0,tanh
200,0.21851057,0.0,tanh
400,0.13765775,0.0,tanh
400,0.23620586,0.0,tanh
400,0.21256521,0.0,tanh
400,0.13003847,0.0,tanh
400,0.22477852,0.0,tanh
400,0.18224661,0.0,tanh
400,0.23022449,0.0,tanh
400,0.121055506,0.0,tanh
400,0.19829533,0.0,tanh
400,0.2093945,0.0,tanh
800,0.077942654,0.0,tanh
800,0.08230183,0.0,tanh
800,0.10527226,0.0,tanh
800,0.15708938,0.0,tanh
800,0.14948834,0.0,tanh
800,0.13213839,0.0,tanh
800,0.14867699,0.0,tanh
800,0.08201054,0.0,tanh
800,0.08965344,0.0,tanh
800,0.1097496,0.0,tanh
1600,0.082372285,0.0,tanh
1600,0.06971485,0.0,tanh
1600,0.06821938,0.0,tanh
1600,0.09601019,0.0,tanh
1600,0.08617892,0.0,tanh
1600,0.10093877,0.0,tanh
1600,0.108238176,0.0,tanh
1600,0.03967013,0.0,tanh
1600,0.06887187,0.0,tanh
1600,0.12160654,0.0,tanh
3200,0.028141757,0.0,tanh
3200,0.06478785,0.0,tanh
3200,0.053399198,0.0,tanh
3200,0.028986057,0.0,tanh
3200,0.019135328,0.0,tanh
3200,0.030729603,0.0,tanh
3200,0.055502765,0.0,tanh
3200,0.055484053,0.0,tanh
3200,0.04373768,0.0,tanh
3200,0.033984978,0.0,tanh
6400,0.006830919,0.0,tanh
6400,0.00048145922,0.0,tanh
6400,0.02792329,0.0,tanh
6400,0.021426715,0.0,tanh
6400,0.025787631,0.0,tanh
6400,0.028205043,0.0,tanh
6400,0.028260758,0.0,tanh
6400,0.030368606,0.0,tanh
6400,0.016332261,0.0,tanh
6400,0.035685595,0.0,tanh
12800,0.021642696,0.0,tanh
12800,0.03712638,0.0,tanh
12800,0.025980372,0.0,tanh
12800,0.008343179,0.0,tanh
12800,0.008434298,0.0,tanh
12800,0.020734,0.0,tanh
12800,0.029348964,0.0,tanh
12800,0.01053718,0.0,tanh
12800,0.021004174,0.0,tanh
12800,0.037466504,0.0,tanh
200,0.36033863,0.002,tanh
200,0.3723837,0.002,tanh
200,0.27921692,0.002,tanh
200,0.35060358,0.002,tanh
200,0.35459816,0.002,tanh
200,0.39421538,0.002,tanh
200,0.39860362,0.002,tanh
200,0.420832,0.002,tanh
200,0.40467453,0.002,tanh
200,0.29180396,0.002,tanh
400,0.37879914,0.002,tanh
400,0.4365455,0.002,tanh
400,0.4313849,0.002,tanh
400,0.38664386,0.002,tanh
400,0.40247688,0.002,tanh
400,0.29043797,0.002,tanh
400,0.35014743,0.002,tanh
400,0.34082487,0.002,tanh
400,0.44996634,0.002,tanh
400,0.26646328,0.002,tanh
800,0.36307734,0.002,tanh
800,0.40994725,0.002,tanh
800,0.39357436,0.002,tanh
800,0.41477644,0.002,tanh
800,0.39523187,0.002,tanh
800,0.3280807,0.002,tanh
800,0.31868404,0.002,tanh
800,0.44990578,0.002,tanh
800,0.35454792,0.002,tanh
800,0.4041703,0.002,tanh
1600,0.42331475,0.002,tanh
1600,0.40398344,0.002,tanh
1600,0.42832166,0.002,tanh
1600,0.414807,0.002,tanh
1600,0.43814975,0.002,tanh
1600,0.43370038,0.002,tanh
1600,0.46763548,0.002,tanh
1600,0.41394907,0.002,tanh
1600,0.42542845,0.002,tanh
1600,0.4735401,0.002,tanh
3200,0.46692336,0.002,tanh
3200,0.41224834,0.002,tanh
3200,0.45146137,0.002,tanh
3200,0.4881015,0.002,tanh
3200,0.47211325,0.002,tanh
3200,0.5175792,0.002,tanh
3200,0.48953936,0.002,tanh
3200,0.48279187,0.002,tanh
3200,0.48600027,0.002,tanh
3200,0.4657019,0.002,tanh
6400,0.5011981,0.002,tanh
6400,0.47807103,0.002,tanh
6400,0.4533155,0.002,tanh
6400,0.45605242,0.002,tanh
6400,0.4857014,0.002,tanh
6400,0.46652704,0.002,tanh
6400,0.46658027,0.002,tanh
6400,0.47585917,0.002,tanh
6400,0.4962559,0.002,tanh
6400,0.48702976,0.002,tanh
12800,0.49370477,0.002,tanh
12800,0.46870616,0.002,tanh
12800,0.51789474,0.002,tanh
12800,0.4887725,0.002,tanh
12800,0.47927877,0.002,tanh
12800,0.4772326,0.002,tanh
12800,0.4742178,0.002,tanh
12800,0.48399094,0.002,tanh
12800,0.49106917,0.002,tanh
12800,0.460095,0.002,tanh
200,0.58863664,0.005,tanh
200,0.42425695,0.005,tanh
200,0.55717736,0.005,tanh
200,0.52773434,0.005,tanh
200,0.5475366,0.005,tanh
200,0.5250531,0.005,tanh
200,0.5912206,0.005,tanh
200,0.5387518,0.005,tanh
200,0.49245873,0.005,tanh
200,0.5307092,0.005,tanh
400,0.46022782,0.005,tanh
400,0.51666033,0.005,tanh
400,0.5394305,0.005,tanh
400,0.55361116,0.005,tanh
400,0.5661041,0.005,tanh
400,0.4917962,0.005,tanh
400,0.49440172,0.005,tanh
400,0.55044585,0.005,tanh
400,0.6025739,0.005,tanh
400,0.5814713,0.005,tanh
800,0.45127994,0.005,tanh
800,0.53194845,0.005,tanh
800,0.5302377,0.005,tanh
800,0.5332215,0.005,tanh
800,0.54946905,0.005,tanh
800,0.5177528,0.005,tanh
800,0.53015,0.005,tanh
800,0.5741795,0.005,tanh
800,0.5590947,0.005,tanh
800,0.52424693,0.005,tanh
1600,0.5732158,0.005,tanh
1600,0.5374691,0.005,tanh
1600,0.5097699,0.005,tanh
1600,0.53249586,0.005,tanh
1600,0.594442,0.005,tanh
