$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
200,0.2443815,0.0,tanh
200,0.23275363,0.0,tanh
200,0.22880661,0.0,tanh
2400,0.05304484,0.0,tanh
2400,0.06264705,0.0,tanh
2400,0.07099985,0.0,tanh
12800,0.024382053,0.0,tanh
12800,0.019996615,0.0,tanh
12800,0.021294637,0.0,tanh
200,0.2557973,0.0001,tanh
200,0.29126173,0.0001,tanh
200,0.28218842,0.0001,tanh
2400,0.056704827,0.0001,tanh
2400,0.078633696,0.0001,tanh
2400,0.07170605,0.0001,tanh
12800,0.033961143,0.0001,tanh
12800,0.028879922,0.0001,tanh
12800,0.012402993,0.0001,tanh
200,0.3027552,0.001,tanh
200,0.3003027,0.001,tanh
200,0.29056242,0.001,tanh
2400,0.2436951,0.001,tanh
2400,0.21455605,0.001,tanh
2400,0.21519475,0.001,tanh
12800,0.3640703,0.001,tanh
12800,0.37225935,0.001,tanh
12800,0.39494023,0.001,tanh
200,0.59288067,0.01,tanh
200,0.50842124,0.01,tanh
200,0.5526694,0.01,tanh
2400,0.56254566,0.01,tanh
2400,0.57043284,0.01,tanh
2400,0.5866597,0.01,tanh
12800,0.5828952,0.01,tanh
12800,0.5752832,0.01,tanh
12800,0.538491,0.01,tanh
