$p$ Hidden Layer Width,Alignment,Regularization $\lambda$,Activation
200,0.22709449,0.0,sigmoid
200,0.2390767,0.0,sigmoid
200,0.34396818,0.0,sigmoid
200,0.25976133,0.0,sigmoid
200,0.2825719,0.0,sigmoid
200,0.19039026,0.0,sigmoid
200,0.36165875,0.0,sigmoid
200,0.29693392,0.0,sigmoid
200,0.33334914,0.0,sigmoid
200,0.25963214,0.0,sigmoid
200,0.31825107,0.0,sigmoid
200,0.23251109,0.0,sigmoid
200,0.2250198,0.0,sigmoid
200,0.23373911,0.0,sigmoid
200,0.259782,0.0,sigmoid
2400,0.019830633,0.0,sigmoid
2400,0.028954962,0.0,sigmoid
2400,0.07758587,0.0,sigmoid
2400,0.024326539,0.0,sigmoid
2400,0.049548984,0.0,sigmoid
2400,0.034364194,0.0,sigmoid
2400,0.037799034,0.0,sigmoid
2400,0.032984126,0.0,sigmoid
2400,0.05593106,0.0,sigmoid
2400,0.044479057,0.0,sigmoid
2400,0.07281158,0.0,sigmoid
2400,0.08294906,0.0,sigmoid
2400,0.058771525,0.0,sigmoid
2400,0.025184115,0.0,sigmoid
2400,0.07204359,0.0,sigmoid
12800,-0.0038480505,0.0,sigmoid
12800,0.0015221197,0.0,sigmoid
12800,0.009426746,0.0,sigmoid
12800,0.014227285,0.0,sigmoid
12800,0.006722875,0.0,sigmoid
12800,0.016407393,0.0,sigmoid
12800,0.013164112,0.0,sigmoid
12800,-6.367372e-05,0.0,sigmoid
12800,0.012800355,0.0,sigmoid
12800,0.0138883125,0.0,sigmoid
12800,0.004193282,0.0,sigmoid
12800,0.008416811,0.0,sigmoid
12800,0.007211364,0.0,sigmoid
12800,0.02287448,0.0,sigmoid
12800,0.011279636,0.0,sigmoid
200,0.68197185,0.5,sigmoid
200,0.660388,0.5,sigmoid
200,0.63799715,0.5,sigmoid
200,0.6952954,0.5,sigmoid
200,0.64732033,0.5,sigmoid
200,0.71317923,0.5,sigmoid
200,0.63710207,0.5,sigmoid
200,0.6734458,0.5,sigmoid
200,0.7203694,0.5,sigmoid
200,0.6422088,0.5,sigmoid
200,0.68567616,0.5,sigmoid
200,0.71128994,0.5,sigmoid
200,0.6600424,0.5,sigmoid
200,0.5829587,0.5,sigmoid
200,0.6266565,0.5,sigmoid
2400,0.61178744,0.5,sigmoid
2400,0.56026787,0.5,sigmoid
2400,0.5750891,0.5,sigmoid
2400,0.594897,0.5,sigmoid
2400,0.59048903,0.5,sigmoid
2400,0.5431009,0.5,sigmoid
2400,0.5314997,0.5,sigmoid
2400,0.56163174,0.5,sigmoid
2400,0.5863319,0.5,sigmoid
2400,0.53329194,0.5,sigmoid
2400,0.5695179,0.5,sigmoid
2400,0.58640796,0.5,sigmoid
2400,0.5797119,0.5,sigmoid
2400,0.5566686,0.5,sigmoid
2400,0.52045935,0.5,sigmoid
12800,0.015691983,0.5,sigmoid
12800,0.025835693,0.5,sigmoid
12800,0.021083461,0.5,sigmoid
12800,0.025098518,0.5,sigmoid
12800,0.002848368,0.5,sigmoid
12800,0.0068988497,0.5,sigmoid
12800,0.016108306,0.5,sigmoid
12800,0.03131243,0.5,sigmoid
12800,0.0233378,0.5,sigmoid
12800,0.010874797,0.5,sigmoid
12800,0.038484804,0.5,sigmoid
12800,0.021659927,0.5,sigmoid
12800,0.014871109,0.5,sigmoid
12800,0.015485625,0.5,sigmoid
12800,0.028072963,0.5,sigmoid
200,0.6048297,0.7,sigmoid
200,0.70321566,0.7,sigmoid
200,0.7012671,0.7,sigmoid
200,0.78055584,0.7,sigmoid
200,0.7735912,0.7,sigmoid
200,0.70799303,0.7,sigmoid
200,0.6934089,0.7,sigmoid
200,0.7015024,0.7,sigmoid
200,0.7155507,0.7,sigmoid
200,0.67831564,0.7,sigmoid
200,0.7393636,0.7,sigmoid
200,0.7198404,0.7,sigmoid
200,0.7136893,0.7,sigmoid
200,0.64290583,0.7,sigmoid
200,0.695121,0.7,sigmoid
2400,0.5701082,0.7,sigmoid
2400,0.6325241,0.7,sigmoid
2400,0.62703365,0.7,sigmoid
2400,0.6311726,0.7,sigmoid
2400,0.6175755,0.7,sigmoid
2400,0.55452526,0.7,sigmoid
2400,0.56369793,0.7,sigmoid
2400,0.5980105,0.7,sigmoid
2400,0.58843064,0.7,sigmoid
2400,0.62203926,0.7,sigmoid
2400,0.57060194,0.7,sigmoid
2400,0.5889586,0.7,sigmoid
2400,0.58301854,0.7,sigmoid
2400,0.6290721,0.7,sigmoid
2400,0.59593695,0.7,sigmoid
12800,0.024320751,0.7,sigmoid
12800,0.038689885,0.7,sigmoid
12800,0.029662348,0.7,sigmoid
12800,0.01093744,0.7,sigmoid
12800,0.016269932,0.7,sigmoid
12800,0.021994468,0.7,sigmoid
12800,0.03990006,0.7,sigmoid
12800,0.032116007,0.7,sigmoid
12800,0.061005358,0.7,sigmoid
12800,0.039541826,0.7,sigmoid
12800,0.042105645,0.7,sigmoid
12800,0.029274492,0.7,sigmoid
12800,0.062988535,0.7,sigmoid
12800,0.029435152,0.7,sigmoid
12800,0.037489034,0.7,sigmoid
200,0.6987931,0.9,sigmoid
200,0.6577177,0.9,sigmoid
200,0.748984,0.9,sigmoid
200,0.6975283,0.9,sigmoid
200,0.71930325,0.9,sigmoid
200,0.6611561,0.9,sigmoid
200,0.5112481,0.9,sigmoid
200,0.6084644,0.9,sigmoid
200,0.7471778,0.9,sigmoid
200,0.65253437,0.9,sigmoid
200,0.73938364,0.9,sigmoid
200,0.46582836,0.9,sigmoid
200,0.74113417,0.9,sigmoid
200,0.5887069,0.9,sigmoid
200,0.57668585,0.9,sigmoid
2400,0.5340824,0.9,sigmoid
2400,0.64280176,0.9,sigmoid
2400,0.579393,0.9,sigmoid
2400,0.554919,0.9,sigmoid
2400,0.66138524,0.9,sigmoid
2400,0.65905267,0.9,sigmoid
2400,0.630635,0.9,sigmoid
2400,0.63166434,0.9,sigmoid
2400,0.66457796,0.9,sigmoid
2400,0.62225544,0.9,sigmoid
2400,0.5743961,0.9,sigmoid
2400,0.66086,0.9,sigmoid
2400,0.6453229,0.9,sigmoid
2400,0.533176,0.9,sigmoid
2400,0.6323994,0.9,sigmoid
12800,0.4553238,0.9,sigmoid
12800,0.54346716,0.9,sigmoid
12800,0.52169454,0.9,sigmoid
12800,0.52791226,0.9,sigmoid
12800,0.5390474,0.9,sigmoid
12800,0.4836166,0.9,sigmoid
12800,0.5316126,0.9,sigmoid
12800,0.5249996,0.9,sigmoid
12800,0.52780426,0.9,sigmoid
12800,0.5674086,0.9,sigmoid
12800,0.552356,0.9,sigmoid
12800,0.48826244,0.9,sigmoid
12800,0.5345855,0.9,sigmoid
12800,0.5227148,0.9,sigmoid
12800,0.4972788,0.9,sigmoid
